UtilizationOfUnsecuredLinesTotal,Age,CustomerLifeTime,NumberOfTime30_59DaysLateNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
0.100118068,77,33,1,0.03510721,9000,12,0,1,0,0,No
0.130284105,46,9,0,0.033785917,3166,2,0,0,0,0,No
0.046303627,39,7,0,0.231765378,5250,6,0,1,0,0,No
0.035140849,35,6,0,0.640774258,3977,8,0,2,0,0,No
0.224978487,52,19,0,3120,6670.221237,4,0,2,0,0,No
0.554791781,67,27,0,0.237529163,9000,10,0,2,0,1,No
0.012252864,74,23,0,0.476801207,2650,9,0,1,0,0,No
0.412977057,72,19,0,223,6670.221237,2,0,0,0,0,No
0.177907824,45,14,1,2.435215947,300,5,0,0,0,0,No
0.001556983,65,27,0,1,6670.221237,3,0,0,0,0,No
0.459378906,26,2,0,0.24871959,3123,3,0,0,0,0,No
0.694456596,60,23,1,0.523375308,6908,10,0,3,0,1,No
0.172925105,66,24,0,0.431113777,5000,11,0,3,0,0,No
0.152994116,35,6,0,0.382233233,5650,11,0,1,2,1,No
0.035697965,68,27,0,0.174159474,7762,9,0,1,0,0,No
0.38406607,54,19,0,0.704658165,11291,14,0,3,0,1,No
0,27,3,0,0.30483065,1800,8,0,0,0,0,No
0.011227394,70,27,0,0.011106997,2700,9,0,0,0,1,No
0.578460389,61,19,0,1892,6670.221237,4,0,1,0,0,No
0.524882504,70,21,0,1.022885789,4587,10,0,2,0,0,No
0.244214582,36,9,1,0.25902295,10500,15,0,2,0,0,No
0.15292893,35,6,0,0.329023519,8120,10,0,1,0,0,No
0.023778457,62,26,0,0.214560983,9600,9,0,1,1,0,No
0.457046236,40,8,0,0.364040367,10800,4,0,1,0,0,No
0.156082379,52,13,0,0.185879413,3200,8,0,0,0,2,No
0.285122783,59,18,0,0.183400976,17000,7,0,2,0,0,No
0.042299013,69,19,0,0.008376661,3461,5,0,0,0,0,No
0.169697907,74,21,0,0.202629544,9050,12,0,1,0,2,No
0.006479827,50,14,0,7,6670.221237,4,0,0,0,0,No
0.673365356,36,7,0,0.644745612,4500,12,2,1,0,2,No
0.058085205,60,17,0,0.467565682,4300,5,0,1,0,1,No
0.051630708,67,20,0,0.063704054,8460,11,0,0,0,0,No
0.070617927,63,18,0,0.021947322,86980,9,0,1,0,3,No
0.051072994,49,11,0,0.394501964,2800,4,0,1,0,0,No
0.078127436,36,7,1,0.271186441,6548,8,0,1,0,2,No
0.117350612,51,13,1,0.218077758,10133,8,0,2,0,2,No
0.38149859,48,16,0,0.432533438,5083,5,0,1,0,0,No
0.9999999,60,18,0,0.470088319,6000,8,0,1,0,2,No
0.669067117,51,14,0,0.17486535,2784,3,0,0,0,0,No
0.539587529,44,12,0,0.237209302,12254,9,0,1,0,2,No
0.258989209,51,18,0,0.25197391,11651,8,0,1,0,0,No
0.032998821,34,7,0,0.127892031,4667,7,0,0,0,0,No
0.004557353,55,19,0,646,6670.221237,9,0,1,0,0,No
0.343201248,53,13,0,0.377370662,7750,8,0,1,0,3,No
0.122611867,56,16,1,0.311084975,3400,6,0,0,0,0,No
0.10891438,61,24,0,0.304841764,3696,9,0,1,0,1,No
0.139813929,41,11,0,0.621475705,5000,5,0,2,0,0,No
0,79,28,0,0.51856018,8000,9,0,1,0,0,No
0,34,5,0,2270,6670.221237,4,1,2,0,0,No
0.171693926,57,20,0,0.02640497,7081,2,0,0,0,0,No
0.866323559,57,22,0,0.309406362,5878,8,0,2,0,0,No
0.102460642,66,20,0,0.686345092,4166,18,0,2,0,2,No
0.340439707,23,1,0,0.018270402,820,2,0,0,0,0,No
0.035054057,53,14,0,1543,6670.221237,5,0,1,0,0,No
0.767308173,53,11,0,281,6670.221237,2,0,0,0,0,No
0,31,6,0,0.132933533,6002,6,0,0,0,0,No
0.042045057,48,12,0,0.260983739,9900,14,0,1,0,1,No
0.002913277,58,15,0,0.076659909,15783,12,0,1,0,2,No
0.064999015,57,19,0,0.441909002,7186,9,0,2,0,0,No
0.003318419,50,14,0,0.828929539,2951,13,0,2,0,2,No
0.9999999,29,4,0,0.238756247,1800,1,0,0,0,0,No
0,40,8,0,0.131309148,2535,2,0,0,0,2,No
0.049511093,79,20,0,0.09115984,7250,7,0,1,0,0,No
0.122890367,75,28,0,0.06491079,5884,3,0,0,0,0,No
0.17921396,30,3,0,0.135912288,4833,7,0,0,0,0,No
0.357957799,48,17,0,0.178521618,5018,7,0,0,0,2,No
0.309795692,42,10,0,0.203551858,25000,7,0,2,0,2,No
0,33,7,0,0.447548852,5833,6,0,2,0,0,No
0.117066443,75,24,0,0.153568202,11069,9,0,2,0,0,No
0.177378376,55,17,0,514,6670.221237,13,0,0,0,0,No
0.318878916,63,23,0,0.885760257,8700,9,0,3,0,1,No
0.073273168,30,6,0,0.576556111,2200,8,0,1,0,0,No
0.402661699,48,11,0,0.667077429,4868,8,0,2,0,0,No
0.694242711,29,3,0,0.081675613,9500,2,0,0,0,1,No
0.162443543,38,8,0,0.157590995,17500,18,0,1,0,0,No
0.067564622,68,27,0,46,6670.221237,5,0,0,0,0,No
0.135620158,41,10,0,0.281595467,18000,8,0,2,1,1,No
0.9999999,64,21,1,0,6670.221237,0,0,0,2,0,No
0.058378172,24,2,0,0.014888337,2417,4,0,0,0,0,No
0.019998621,84,38,0,8,0,5,0,0,0,0,No
0.011483292,58,23,0,567,6670.221237,5,0,1,0,0,No
0.678236437,64,23,1,0.406515837,5524,8,0,1,0,1,No
0.391217565,21,0,0,0.002630195,1900,1,0,0,0,0,No
0.119040018,42,9,0,0.43375481,5456,12,0,2,0,0,No
0.050077707,62,21,0,0.361504029,5584,11,0,2,0,0,No
0.896604136,52,14,0,0.782822086,2444,11,0,0,0,0,No
1.014054775,46,10,1,0.424529305,9400,6,0,1,0,2,No
0.34353535,49,17,0,2366,6670.221237,13,0,2,0,1,No
0.334426158,55,15,0,0.499378573,4022,12,0,1,0,2,No
0.9999999,50,14,1,0,8833,1,0,0,0,0,No
0,28,3,1,0.201903808,1995,4,0,0,0,1,No
0.191748171,62,26,0,0.523591264,7417,13,0,2,0,1,No
0.832016798,32,4,1,0.692866879,2200,5,1,1,0,2,No
0.062815711,46,14,1,54,6670.221237,6,0,0,0,0,No
0.471105779,31,4,0,0.288384244,4975,6,0,2,0,0,No
0.9999999,22,1,98,0,6670.221237,0,98,0,98,0,No
0,51,20,0,0.241254014,11833,10,0,1,0,2,No
0.174656964,67,22,0,0.195826994,4600,5,0,1,0,0,No
0.134211556,84,30,0,2522,6670.221237,8,0,2,0,0,No
0.899745326,43,9,0,0.850629874,3333,5,0,2,0,0,No
0.986986658,58,25,0,0.772850253,8500,15,0,6,0,0,No
0.000337066,83,26,0,0.016807835,7555,10,0,0,0,0,No
0.184451597,68,19,1,0.481733746,6459,9,0,1,0,0,No
0.523447021,55,17,0,943,6670.221237,4,0,0,0,0,No
0.098545073,67,19,0,62,6670.221237,6,0,0,0,0,No
0,70,26,0,1584,6670.221237,3,0,1,0,0,No
0.004712387,31,5,0,0.390025876,4250,18,0,1,1,1,No
0.012662446,29,4,0,0.869297796,1950,5,0,2,0,0,No
0.9999999,60,20,1,4404,6670.221237,4,0,2,0,0,No
0.040927853,55,22,0,0.323961938,6935,7,0,2,0,1,No
0.141075211,37,7,0,1522,6670.221237,14,0,1,0,0,No
0.098576353,38,8,0,0.207654415,7916,5,0,1,0,5,No
0.021825138,52,14,0,0.801549613,4000,12,0,3,0,2,No
0.716454187,40,9,1,0.308187979,9000,10,0,2,1,1,No
0.673326673,25,2,0,0.011104942,1800,1,0,0,0,0,No
0.065252025,28,4,0,0.851347436,3450,10,0,1,0,0,No
0.9999999,78,20,0,0,6670.221237,2,0,0,0,0,No
0.874777595,55,24,0,5425,6670.221237,21,0,1,0,0,No
0.9999999,32,4,1,0.023992618,3250,3,2,0,0,0,No
0.394412849,50,11,0,0.377245509,500,5,0,0,0,0,No
0,86,42,0,0.482164012,7596,10,0,2,0,1,No
0.460487972,32,7,0,0.775176786,4100,6,0,2,0,0,No
0.112904675,63,15,2,0.013181332,8420,4,0,0,0,0,No
0.550177718,58,18,1,0.383287165,10829,12,0,2,0,2,No
0.023230259,82,26,0,35,6670.221237,6,0,0,0,0,No
0.008887422,63,21,0,0.52193226,1800,10,0,1,0,0,No
0.224975791,35,6,1,0.415152554,8750,15,0,3,1,0,No
0.155086209,42,8,0,0.290689282,5541,5,0,1,0,0,No
0.813224903,56,13,0,0.316506589,4476,2,0,1,0,3,No
0.146918077,61,21,0,0.224387363,13547,7,0,1,0,2,No
0.047044159,50,16,0,0.368414306,7800,15,0,2,0,5,No
0.009396483,55,17,0,0.230802792,4583,18,0,1,0,0,No
0.257698973,71,26,0,58,6670.221237,5,0,0,0,0,No
0.012887339,48,10,0,4685,0,8,0,2,0,2,No
0.022145261,64,21,0,411,6670.221237,3,0,0,0,0,No
0.014123055,41,13,0,0.456683465,4166,13,0,1,0,3,No
3.32E-05,37,7,1,4100,6670.221237,8,0,2,0,0,No
0.9999999,54,18,0,457,6670.221237,2,3,0,0,2,No
0.655217321,52,13,1,3332,6670.221237,5,0,2,0,0,No
0.333682978,67,24,0,1289,6670.221237,4,0,1,0,0,No
0.469333146,31,4,0,0.181185505,4166,8,0,0,0,1,No
0.413442309,52,14,0,0.449132256,3341,9,0,1,0,1,No
0.867863671,58,20,0,0.469299599,3240,24,0,1,0,0,No
0.110179077,79,29,0,0.306094982,5200,13,0,1,0,0,No
1.027104137,26,3,1,0.216586449,2700,5,1,0,0,0,No
0.042226159,62,26,0,0.570714643,2000,8,0,1,0,0,No
0.186193087,60,23,0,0.30230781,6542,25,0,2,0,0,No
0.300084261,56,19,0,0.257513323,18200,19,0,3,0,4,No
0.134023607,71,23,0,0.46469422,6556,14,0,3,0,1,No
0.291042868,41,12,0,0.298672212,6250,6,0,2,0,0,No
0.276178449,58,23,1,0.283339583,8000,10,0,2,0,2,No
0.305181559,25,2,0,0.730449251,600,4,0,0,0,0,No
0.009123314,84,36,0,35,6670.221237,12,0,0,0,0,No
0.060795925,87,40,0,0.085993485,1534,10,0,0,0,0,No
0.070022572,41,7,0,0.204599646,13000,7,0,2,0,0,No
0.907772473,31,5,1,0.212831487,25000,8,0,1,0,0,No
0.871296128,27,3,0,0.29787725,4333,12,0,0,0,0,No
0.332740123,58,22,0,0.623821765,2333,4,0,1,0,2,No
0.438891355,54,13,0,0.598320084,6666,12,0,2,0,0,No
1.000769157,47,14,0,0.205301093,4300,4,0,1,0,3,No
0.458141214,65,24,0,0.411793254,4120,6,0,1,0,0,No
0.00407686,72,25,0,0.109154284,5450,8,0,1,0,0,No
0.081727464,45,14,0,1291,0,5,0,1,0,3,No
0.039167659,45,12,0,1.00739852,5000,17,0,6,0,3,No
0.02886864,48,10,0,0.478383326,7100,6,1,2,1,2,No
0.404949381,60,23,0,0.13277897,3727,5,0,0,0,4,No
0.812849104,40,12,0,0.290662382,5600,4,0,0,0,1,No
0.91558682,49,12,1,0.034437663,2293,3,0,0,0,0,No
0.676646707,30,5,0,0.127363617,4600,3,0,0,0,1,No
0.011369641,33,8,0,0.340786002,7200,15,0,2,0,0,No
0.004218832,60,21,0,0.006574622,3041,3,0,0,0,0,No
0.188767216,41,11,0,0.228369551,7500,10,0,2,0,0,No
0.049135806,74,29,0,0.325606664,8282,12,0,2,0,0,No
0.853314179,40,11,1,0.479526086,9621,9,0,1,0,0,No
0.35565017,39,10,0,0.537658298,4500,14,0,2,0,2,No
0.438852342,56,20,0,5070,6670.221237,12,0,3,0,0,No
0.111051483,63,22,0,1504,6670.221237,9,0,1,0,0,No
20514,42,9,0,0.062102393,9902,1,1,0,0,2,No
0.153903761,60,21,0,0.23660483,9648,11,0,4,0,0,No
0.609114081,60,22,0,0.370541282,16035,13,0,2,0,3,No
0.03365279,63,20,2,0.636272745,10001,16,0,4,0,0,No
0.066079563,45,15,0,0.280410399,11500,12,0,1,0,4,No
0.016657781,74,26,0,2296,6670.221237,14,0,1,0,0,No
0.021331911,37,6,0,0.303724098,6900,5,0,4,0,1,No
0.818347225,49,17,1,0.334779398,10833,8,0,2,0,1,No
0.054616998,60,20,0,0.539520113,5667,18,0,1,0,0,No
0.179190877,69,19,0,0.75209916,2500,10,0,1,0,2,No
0,51,18,0,0.221671324,11092,5,0,1,0,5,No
0.025426193,64,16,0,0.138990696,7093,8,0,1,0,1,No
0.425102252,35,8,0,1.62273579,1600,13,0,1,0,0,No
0.006794582,87,46,0,351,6670.221237,17,0,0,0,0,No
0.290320472,48,13,0,0.262848568,7996,7,0,1,0,3,No
0.107233984,80,28,0,0.271529889,2960,8,0,1,0,0,No
0.383887268,56,17,0,1857,6670.221237,17,0,1,0,0,No
0.9999999,43,9,0,0.291593032,3960,4,0,0,0,1,No
0.366337208,39,7,0,778,6670.221237,7,0,0,0,2,No
0.014004208,71,24,0,0.001999765,8500,7,0,0,0,1,No
0.185978815,46,10,0,0.45903829,11229,11,0,2,0,0,No
0.564007915,68,29,0,0.618461538,6824,12,0,3,0,0,No
0.008584543,49,13,0,0.215432896,10833,7,0,1,0,0,No
0.014549273,63,27,0,0.412007398,7028,12,0,1,0,0,No
0.9999999,45,9,0,0.042553191,6250,1,0,0,1,0,No
0.731280181,56,26,0,0.471727708,12750,23,0,2,0,0,No
0.024216613,66,27,0,0.287182336,7200,6,0,1,0,1,No
0.148026779,68,27,0,0.1392032,19000,10,0,2,0,1,No
0.41328408,59,15,0,0.523981356,6650,9,0,3,0,0,No
0.773756532,41,12,1,0.173706573,4000,4,0,0,0,1,No
0.011352273,47,10,0,0.477299459,4250,4,0,1,0,0,No
0.010199709,86,36,0,0.252279635,4605,11,0,1,0,0,No
0.018165304,23,1,0,0,6670.221237,1,0,0,0,0,No
0.048417618,48,15,0,0.018238541,12500,13,0,0,0,2,No
0.04781915,65,27,0,1013,6670.221237,9,0,1,0,0,No
0.044300075,66,24,0,0.65089701,7524,13,0,2,0,1,No
738,34,6,0,0.262313295,8100,5,0,1,0,0,No
0.004683255,46,11,0,0.96402056,3501,5,0,2,0,2,No
0.216955699,38,7,0,1.000527426,7583,12,0,2,0,2,No
0.095856972,62,21,0,0.240329124,17500,7,0,3,0,1,No
0.871710911,64,19,0,1.229508197,2500,11,0,2,0,0,No
0.256707778,55,17,0,0.929271709,2855,13,0,2,0,0,No
0.08770208,53,21,0,0.351152861,17564,10,0,3,0,0,No
0.9999999,64,26,1,65,6670.221237,4,0,0,0,0,No
0.006301649,68,26,0,1419,6670.221237,7,0,1,0,0,No
0.115222435,68,29,0,0.099038187,10500,19,0,1,0,0,No
0.014534725,69,29,0,7,6670.221237,2,0,0,0,0,No
0.442023471,49,16,1,0.397830975,7560,14,0,1,0,3,No
0.254041672,41,13,0,0.304381923,10200,10,0,1,0,2,No
0.9999999,43,12,0,0.014280262,31441,1,0,0,1,2,No
0,31,6,0,0,2916,3,0,0,0,0,No
0.9999999,38,8,0,0,2320,0,1,0,0,1,No
0.040097703,69,20,0,36,1,8,0,0,0,0,No
0.157674651,66,17,0,675,6670.221237,8,0,0,0,0,No
0.638445788,71,20,1,0.44098443,5972,7,0,2,0,0,No
0.114371029,30,5,1,0.137332022,3050,11,0,0,0,0,No
0.130493475,43,14,1,665,6670.221237,8,0,0,0,1,No
0.822746303,73,24,0,0.233785048,33132,11,0,3,0,0,No
0.380658966,48,14,0,2882,6670.221237,14,0,1,0,0,No
0.013646935,73,32,0,0.140313528,5166,22,0,0,0,0,No
0.097879697,44,9,0,0.230876912,10000,11,0,1,0,1,No
0.615107428,31,6,0,0.121487851,10000,9,0,0,0,0,No
0.065956274,63,26,0,0.288135593,5250,7,0,1,0,1,No
0.064822908,43,13,0,0.584262504,9416,17,0,5,0,1,No
0.310213172,42,13,0,0.44312182,10416,10,0,3,0,0,No
0.021873247,71,26,0,0.237041037,16667,15,0,4,0,0,No
0,41,7,1,0.262318101,7833,4,0,1,0,0,No
0.231276872,26,3,0,0.257720507,4500,5,0,0,0,0,No
0.129725004,53,18,0,0.331185424,9000,5,0,2,0,1,No
0.01213897,63,20,0,119,6670.221237,3,0,0,0,0,No
0.181529425,45,14,0,0.117107637,6651,7,0,0,0,2,No
0.316787329,30,5,0,0.263085669,5100,7,0,0,0,0,No
0.875161508,54,16,0,0.204578097,11139,15,0,0,0,1,No
0,88,29,0,0,2468,5,0,0,0,0,No
0.984637893,43,11,1,0.614154338,2500,6,2,1,0,2,No
0.876188928,69,27,2,0.412974684,5687,9,0,1,0,0,No
0.10864076,46,15,0,2637,6670.221237,10,0,1,0,3,No
0.012126052,56,15,0,0.116711671,6665,13,0,1,0,0,No
0.524205982,53,14,0,0.471228616,4500,10,0,1,0,2,No
0.035585389,59,20,0,0.450601805,3987,3,0,1,0,0,No
0.12379381,52,10,0,2696,6670.221237,3,0,1,0,0,No
0.387705586,49,15,0,0.053595712,12500,3,0,0,0,0,No
0.33240845,56,21,0,3579,6670.221237,7,0,2,0,0,No
0.435213732,57,19,0,0.037178265,4195,2,0,0,0,0,No
0.997363876,36,9,0,0.777160631,4500,8,0,2,0,3,No
0.48841094,58,25,1,1.119093966,5650,20,0,1,1,0,No
0.417097553,27,3,0,0.130235602,4583,5,0,0,0,1,No
0.044562125,70,26,0,0.009750679,8101,4,0,0,0,0,No
0,77,27,1,0,4000,7,0,0,0,0,No
0.580499423,74,27,1,1.58448793,7000,17,1,5,0,0,No
0.637406966,28,3,0,0.552289429,3537,10,0,1,0,0,No
0.000449989,91,32,0,0.000378692,7921,7,0,0,0,0,No
0,45,9,0,0.133687686,12416,6,0,1,0,2,No
0.520689428,68,19,3,0.777370438,6000,9,0,3,0,0,No
0.01029897,29,5,0,0.00119952,2500,1,0,0,0,0,No
0.06084845,77,30,0,396,6670.221237,4,0,1,0,0,No
0.457131843,53,22,0,0.298905609,16081,17,0,3,0,3,No
0.439463378,46,15,0,0.067266495,2333,3,0,0,0,0,No
0.9999999,27,2,0,0.041340178,3700,2,1,0,0,0,No
0,46,10,0,0.054350161,4654,4,0,0,0,1,No
0.082657483,30,5,0,460,6670.221237,9,0,0,0,0,No
1.073654391,32,6,0,0.156718702,9800,5,0,0,0,2,No
0.042771993,85,32,0,0.014262821,6239,6,0,0,0,0,No
0.289912474,49,11,0,0.335574153,7288,11,0,2,0,1,No
0.583274417,32,6,1,0.517416546,4133,9,0,2,0,1,No
0,84,32,0,38,6670.221237,2,0,0,0,0,No
0.744645019,56,16,0,0.366467736,5361,10,1,2,0,2,No
0.111469595,43,10,0,0.477913107,5500,8,0,2,0,0,No
0.000195226,65,29,0,0.227803551,6250,11,0,1,0,0,No
0.026789174,51,19,0,0.437394533,5925,17,0,3,0,0,No
0.21586648,57,18,0,0.35353851,6400,8,0,1,0,2,No
0.043811899,78,29,0,0.006749156,8000,5,0,0,0,0,No
1,51,17,1,0.015302999,4900,2,0,0,0,3,No
0.010891581,68,24,0,0.446158241,3500,8,0,1,0,0,No
0.701264364,38,7,0,0.663850859,3432,8,0,3,0,1,No
0.153889247,33,4,0,0.942441684,3300,7,0,1,0,2,No
0.144757539,54,18,0,0.447296559,5492,7,0,1,0,0,No
0.115094245,65,21,0,0.009198773,7500,3,0,1,0,1,No
0.123255191,69,26,0,1906,6670.221237,11,0,1,0,0,No
0.312971371,44,11,0,0.927913707,3800,18,0,2,0,0,No
0.070265285,41,11,0,0.472740992,5300,9,0,2,0,3,No
0.114705968,31,4,0,0.021598671,5416,2,0,0,0,0,No
0.986602679,33,5,1,0.563518917,3250,5,1,1,0,0,No
0.461313335,31,6,0,0.1565762,1436,4,0,0,0,0,No
0.074246906,52,12,0,0.703023758,8333,10,0,2,0,0,No
0.010665245,63,21,0,0.541512915,6503,16,0,3,0,0,No
0.278993492,52,13,0,0.279704999,3660,10,0,0,0,2,No
0.052834752,67,22,0,0.073616335,3721,6,0,0,0,0,No
0.781218781,42,9,0,0.211788212,1000,2,0,0,0,0,No
0.94101765,42,8,0,0.446924553,9900,6,0,0,0,1,No
0.153456436,56,16,0,0.010613752,6500,1,0,0,0,1,No
0.519447379,61,22,0,0.68149817,3550,9,0,1,0,1,No
0.005819333,61,17,0,0.764308923,4000,16,0,2,0,1,No
0.390592317,32,5,0,0.233529727,5600,11,0,0,1,4,No
0.051312095,59,19,0,0.029044853,10500,5,0,0,0,2,No
0.027144251,63,26,0,0.082000508,7877,6,0,1,0,0,No
0.274919749,50,19,0,5463,6670.221237,13,0,3,0,0,No
0,57,17,0,0.536985206,2500,5,0,1,0,2,No
0.9999999,49,15,0,0,1831,0,1,0,0,0,No
0.005527962,64,29,0,0.583985394,3833,11,0,1,0,1,No
0.749239292,40,9,2,0.097385032,4435,9,0,0,2,1,No
0.03967061,51,11,0,0.258563728,5750,7,0,1,0,1,No
0.661466927,51,13,3,0.418498548,2410,10,0,0,0,2,No
0.034936194,72,25,0,0.017775643,8325,7,0,0,0,0,No
0.68224553,55,20,0,0.398306082,8500,12,0,3,0,1,No
0.356822872,35,9,0,1.037136616,5950,11,0,2,0,2,No
0.150720019,73,28,1,0.507791826,3400,18,0,2,0,0,No
0.9999999,46,10,0,0.389870043,3000,4,0,0,0,1,No
0.814384131,55,21,0,2772,6670.221237,5,0,1,0,0,No
0.992436639,38,11,1,0.593323037,8416,7,0,4,0,0,No
0.464210799,53,21,0,1.547726137,2000,15,0,2,0,0,No
0.091902678,43,15,1,0.325928328,12333,13,0,2,0,0,No
0.491615415,48,13,0,0.419039339,4600,8,0,2,0,3,No
0,54,20,0,0.231256742,7415,6,0,1,0,0,No
0.210992582,56,20,2,0.5084983,5000,7,0,1,1,2,No
0.016674508,55,15,0,1.403544649,4400,19,0,2,0,0,No
1.007166991,40,8,0,0.459732694,5835,5,0,1,0,0,No
0.9999999,56,19,0,395,6670.221237,1,0,0,0,0,No
0.401355501,40,11,0,0.505376344,5300,5,0,1,0,2,No
0.00865862,60,19,0,0.254183054,15000,7,0,1,0,0,No
0.001227217,70,21,0,1633,6670.221237,4,0,1,0,0,No
0.228466553,50,18,0,0.565739043,6000,13,0,1,0,0,No
0.023727109,43,11,0,0.036507531,3916,3,0,0,0,0,No
0.9999999,67,22,0,0.004181058,5500,3,0,0,0,0,No
0.009666419,59,23,0,0.305269473,10000,13,0,1,0,0,No
0.933457639,42,11,1,0.03519648,10000,9,0,0,1,2,No
0.148225307,36,5,0,0.256141217,8100,7,0,1,0,2,No
0.072110762,63,24,0,0.005875022,5616,1,0,0,0,1,No
0.9999999,22,0,0,0,0,2,0,0,0,0,No
0.971105066,67,25,1,1026,6670.221237,10,0,1,0,2,No
0.142897383,68,21,0,0.385422419,9054,7,0,2,0,0,No
0.784971023,53,23,0,0.300924253,19366,17,0,2,0,0,No
0.404438566,28,3,0,0.103724069,4000,2,0,0,0,0,No
0.9999999,59,20,0,0.092416226,2834,1,1,1,0,0,No
0.395601475,56,22,1,3713,6670.221237,10,0,2,0,0,No
0.9999999,63,25,0,61907,6670.221237,13,0,6,0,0,No
0.155539481,60,26,0,0.239523599,6800,10,0,1,0,0,No
0.415073116,44,8,0,0.170943019,3000,4,0,0,0,2,No
0.001191648,35,7,0,0,6670.221237,4,0,0,0,1,No
0.684103057,35,6,0,0.378537106,5618,12,0,0,0,0,No
0.352891066,39,12,0,6287,6670.221237,12,0,2,0,0,No
0.894521336,59,17,0,0.62237034,4800,8,0,1,0,0,No
0.379191481,47,16,0,0.725897263,46000,16,0,1,0,2,No
0.485318449,48,13,0,0.634125637,10601,9,0,2,0,1,No
0.071226751,50,15,0,0.183836345,10900,9,0,1,0,0,No
0,39,6,0,2763,6670.221237,4,0,2,0,0,No
0.083772531,59,19,0,0.029653127,14500,6,0,0,0,1,No
0.9999999,21,0,0,0,300,1,0,0,0,0,No
0.003074923,50,11,0,0.086692323,4936,4,0,0,0,1,No
0.226154769,25,2,0,0.013194722,2500,2,0,0,0,0,No
0.411772856,68,24,0,0.876830775,5666,11,0,2,1,0,No
0.054661539,64,19,0,0.606930437,3866,14,0,2,0,0,No
0.134306912,56,18,0,0.116126268,7000,6,0,0,0,2,No
0.363700887,43,13,0,0.169140091,9500,13,0,0,0,2,No
0.216962203,67,31,0,0.361788618,7133,11,0,2,0,0,No
0.1850974,28,3,0,0.046262206,6246,3,0,0,0,0,No
0.008629848,50,12,0,0.335873318,8398,12,0,2,0,2,No
0.869798414,52,11,0,0.529691501,8200,8,0,2,0,0,No
0.032953048,73,23,0,21,6670.221237,1,0,0,0,0,No
0.121369511,64,27,0,0.138699464,8211,6,0,1,0,0,No
0.037191471,54,15,0,0.172349889,10791,10,0,1,0,0,No
0.950639532,58,14,0,0.255701451,7234,6,0,2,0,0,No
0.032284078,50,18,0,43,6670.221237,4,0,0,0,0,No
0.00358813,63,19,0,1630,6670.221237,8,0,1,0,0,No
0.9999999,36,7,0,0.886761032,1200,3,0,1,0,2,No
0.25116392,47,14,0,0.266678786,5500,9,0,2,0,2,No
0.175686311,59,17,0,0.03700033,3026,6,0,0,0,0,No
0.820272658,50,13,0,0.785919083,3138,9,1,2,1,0,No
0.868391451,40,12,0,2022,6670.221237,4,0,1,0,0,No
0.9999999,45,14,0,14,6670.221237,2,0,0,0,0,No
0.290040569,44,12,0,0.125043098,8700,5,0,0,0,1,No
0.194823305,43,12,0,0.160858697,6800,11,0,0,0,2,No
0.540087872,43,9,0,0.204776332,5610,7,0,0,0,0,No
0.032367948,80,24,0,65,6670.221237,4,0,0,0,0,No
0.127657447,46,14,0,0.481825909,20000,15,0,4,1,2,No
0.106906747,62,19,0,1518,0,5,0,2,0,0,No
0.002719171,48,16,0,0.003422277,18700,16,0,0,0,0,No
0.054887623,53,15,0,0.142308615,4166,16,0,0,0,0,No
0.181655588,41,11,1,0.497465017,4930,16,0,1,0,0,No
0.690350995,73,26,0,1.55590634,3800,13,0,4,0,0,No
0.251780249,47,14,0,33409,6670.221237,6,0,2,0,0,No
0.838837042,46,10,3,757,6670.221237,8,0,0,0,0,No
0.204029775,52,20,0,0.119158,7980,7,0,0,0,3,No
0.015415061,37,6,0,0.231074261,2773,7,0,1,0,3,No
0.090500217,67,20,0,907,6670.221237,8,0,1,0,0,No
0.154271894,43,12,0,107,6670.221237,8,0,0,0,0,No
0,24,2,0,0,1000,2,0,0,0,0,No
0.154721165,45,15,0,585,6670.221237,7,0,0,0,0,No
0.056639372,33,5,0,0.872969596,2400,9,0,1,0,0,No
0.173324643,62,22,0,1.005577151,5916,18,0,6,0,0,No
0.196468417,32,5,0,0.476511655,8450,8,0,6,0,0,No
0.29878037,47,10,0,0.306104901,10466,10,0,1,0,0,No
0.9999999,35,8,0,0.267660719,8181,3,0,1,0,0,No
0.068526471,40,8,0,0.384783628,6400,9,0,2,0,1,No
1.017982018,22,0,0,0.077307564,3000,2,0,0,0,0,No
0.581036036,53,13,0,0.386634447,12000,12,0,2,0,3,No
0.541454879,43,9,1,0.204881849,11552,6,0,1,0,0,No
0.02335805,51,11,0,0.274742676,3788,6,0,1,0,0,No
0.9999999,55,14,1,0.215261579,3000,1,0,1,0,0,No
0.002789327,85,30,0,0.077134042,2916,4,0,0,0,0,No
0,41,10,0,0.234395086,7000,7,0,1,0,2,No
0,61,21,0,0.22039048,17772,9,0,1,0,0,No
0.335329341,35,8,0,0.181491823,2506,2,0,0,1,1,No
0.073517389,47,10,0,35,6670.221237,3,0,0,0,0,No
0.033650329,37,8,0,0.431913617,5000,4,0,1,0,2,No
0.025859723,72,32,0,0.19350538,10500,18,0,1,0,0,No
0.9999999,29,4,0,0,1833,0,2,0,0,0,No
0.927163814,42,10,0,7513,6670.221237,16,0,1,0,4,No
