UtilizationOfUnsecuredLinesTotal,Age,CustomerLifeTime,NumberOfTime30_59DaysLateNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
0.008766374,36,7,0,7,6670.221237,4,0,0,0,1,No
0.031231385,89,33,0,11,6670.221237,5,0,0,0,0,No
0.039183281,72,29,0,1292,6670.221237,11,0,1,0,0,No
0.001733304,78,31,0,1.024987506,2000,6,0,3,0,1,No
0.981670485,47,14,0,0.143303478,4800,7,1,0,0,0,No
0.924153676,45,13,1,0.963855422,3900,13,0,2,0,2,No
0.03489651,73,26,0,9,6670.221237,7,0,0,0,0,No
0.280627682,47,16,0,0.674703299,10700,16,0,2,0,1,No
0.817492242,60,20,1,0.324110672,3288,6,1,1,0,0,No
0,37,6,0,0.514048595,10000,8,0,4,0,0,No
1.371780085,31,4,1,0.335664336,1000,5,0,0,0,0,No
0.66553275,50,14,0,0.380451128,7314,7,0,0,0,2,No
0.722901795,74,34,0,0.505653225,15300,24,0,3,0,1,No
0.457046236,40,7,0,0.364040367,10800,4,0,1,0,0,No
0.044265101,59,20,0,0.066109869,8500,6,0,0,0,1,No
0.141611218,63,20,0,0.354596147,11835,8,0,2,0,1,No
0.348969128,48,14,0,0.03721473,7711,2,0,0,0,0,No
0,64,15,0,0,4500,2,0,0,0,0,No
0.638312444,45,13,1,0.04603469,9166,6,0,0,0,0,No
0.616638309,72,22,0,0.601292109,6500,10,0,1,0,0,No
0.1041556,56,18,0,0.283952675,6000,11,0,1,0,0,No
0.331857323,36,5,0,0.097424412,6250,5,0,0,0,2,No
0.12085782,49,14,0,2673,6670.221237,6,0,2,0,0,No
0.004894748,43,11,0,0.066447285,7900,7,0,0,0,4,No
0.013999333,38,8,0,0.071678322,7435,4,0,0,0,1,No
0.838837042,46,11,3,757,6670.221237,8,0,0,0,0,No
0.111970347,41,9,0,2249,0,7,0,1,0,3,No
0.541301915,54,13,1,0.239590854,8309,12,0,2,0,0,No
0.220726783,65,27,0,0.285841814,5600,20,0,2,0,0,No
0.769315843,55,16,0,0.431094818,6000,16,0,2,0,2,No
0.002722245,49,18,0,0.338310493,4888,17,0,1,0,1,No
0.038871414,83,33,0,0.250507661,5416,5,0,1,0,1,No
0,79,30,0,0,6670.221237,4,0,0,0,0,No
0.9999999,22,0,0,0.177277179,1020,1,0,0,0,0,No
0.910022494,36,6,0,0.139917695,1700,2,0,0,0,0,No
0.9999999,52,17,0,0.009998,5000,7,0,0,0,0,No
0.033675221,61,14,0,1632,6670.221237,5,0,1,0,0,No
0.037297733,50,10,0,0.004777247,9000,3,0,0,0,0,No
0.011391162,47,14,0,0.237183578,4700,6,0,1,0,0,No
0.063057659,59,15,0,0.231594344,2050,5,0,0,0,0,No
0.138374363,50,15,0,2162,6670.221237,5,0,2,0,1,No
0.970641174,29,3,1,0.282719625,7250,5,0,0,0,0,No
0,45,10,0,3456,6670.221237,13,0,2,0,0,No
0.016017571,61,19,0,0.325653948,4166,10,0,1,0,0,No
0.036750603,73,23,0,47,6670.221237,7,0,0,0,0,No
0.234179272,37,9,0,0.241170033,10050,5,0,1,0,3,No
0.071763299,47,9,0,0.24462043,12500,5,0,1,0,2,No
0.637307173,75,24,0,3356,6670.221237,15,0,0,0,0,No
0.377915278,51,16,0,0.061148228,8830,5,0,0,0,1,No
0.01856419,67,18,0,0.319872051,2500,7,0,1,0,0,No
0.016589899,59,22,0,0.389587074,7240,11,0,1,0,0,No
0.189260358,70,17,0,0.144180396,13170,4,0,1,0,0,No
0.20896222,63,21,0,0.352406597,14854,5,0,1,0,1,No
0.242501363,27,2,0,40,6670.221237,1,0,0,0,0,No
0.73383108,43,10,0,0.550131329,11040,12,0,3,0,2,No
0,62,17,0,0.291944908,9583,6,0,2,0,3,No
0,53,18,0,0.537658298,4500,13,0,3,0,0,No
0.287609786,73,40,0,0.761699064,8333,45,0,3,0,0,No
0.035611427,53,20,0,0.229701464,15776,15,0,2,0,0,No
0.307642014,73,33,1,0.265762171,1252,15,0,0,0,0,No
0.008744399,89,37,0,0.191161768,5000,7,0,1,0,0,No
0.738545657,40,9,0,0.474944934,3631,10,0,0,0,0,No
0.257656638,47,12,0,0.386359579,5600,10,0,1,0,2,No
0.665231643,51,20,0,0.382799832,16650,28,0,3,0,0,No
0.9999999,27,3,98,0,1984,0,98,0,98,0,No
0.096506839,53,19,0,0.207320714,16746,11,0,2,0,2,No
0.747445184,33,7,1,0.291625439,11116,10,0,1,0,2,No
0.050189443,75,19,0,87,6670.221237,5,0,0,0,0,No
0.9999999,41,7,0,0,5000,0,0,0,0,2,No
0.397429795,21,0,0,0.025806452,929,4,0,0,0,0,No
0.377378092,34,7,2,0.733040374,3640,6,1,1,0,0,No
0.002107905,47,10,0,0.289638932,3821,6,0,1,0,0,No
0.024161704,72,27,0,0.006355604,6450,7,0,0,0,1,No
0.230197843,53,13,0,0.322670932,2500,5,0,2,0,1,No
0.9999999,48,14,2,0.341725287,2700,8,0,2,1,1,No
0.059758805,50,11,0,1052,6670.221237,7,0,1,0,0,No
0,40,11,0,0.012329267,85000,13,0,0,0,4,No
1.029588165,29,4,0,0.07457233,6020,6,0,0,0,0,No
0.073886093,54,21,1,2662,6670.221237,24,1,5,1,3,No
0.878476586,34,6,0,0.341897952,8250,10,0,1,0,3,No
0.047145508,91,28,0,0.048664612,7787,9,0,0,0,0,No
0.571407253,48,10,0,0.034695678,3400,6,0,0,0,0,No
0,41,11,1,0.205715188,6333,13,1,2,0,0,No
0.057924996,61,22,0,0.511103745,6033,26,0,2,0,1,No
0.07630106,66,22,0,5331,6670.221237,15,0,2,0,0,No
0.9999999,34,5,0,43,6670.221237,0,2,0,0,0,No
0.395097499,57,19,1,4936,6670.221237,15,0,2,0,2,No
0.008705989,75,25,0,997,6670.221237,5,0,1,0,0,No
0.194979254,57,20,0,0.259364018,11666,22,0,2,0,1,No
0.439512098,66,23,0,0.027951606,2396,2,0,0,0,0,No
0.081679506,64,17,0,2499,6670.221237,5,0,1,0,0,No
0.041418475,80,31,0,0.003935874,10416,4,0,0,0,0,No
0.310244523,30,4,0,0.188099808,2083,4,0,0,0,0,No
0.679868576,36,7,0,1495,0,5,0,0,0,3,No
0.565783209,46,8,0,0.093370251,6500,3,0,0,0,2,No
0.088596456,62,17,0,0.386963157,4586,5,0,2,0,1,No
0.644427719,44,11,1,0.278876582,7583,7,0,1,0,3,No
0.026494923,39,8,0,2.453183521,800,8,0,2,0,2,No
0,76,31,0,0.042186002,2085,9,0,0,0,0,No
0.52693981,48,15,0,0.422134935,12983,20,0,3,0,2,No
0.9999999,45,12,0,0.201496834,1736,2,0,0,0,0,No
0.778175902,47,11,0,0.608934586,5640,10,0,0,0,2,No
0.02430198,50,14,0,0.310636912,6138,16,0,0,0,1,No
0.095814597,78,29,0,0.315246544,4846,23,0,2,0,0,No
0.012487196,78,25,0,40,6670.221237,2,0,0,0,0,No
0.06022187,54,19,0,0.354202544,18000,12,0,4,0,1,No
0,60,17,0,31,6670.221237,1,0,0,0,0,No
0.034989082,78,26,0,0.060521932,1800,12,0,0,0,0,No
1.096188748,34,6,0,0.0094392,1800,2,0,0,0,3,No
1.092095569,49,12,1,0.680940052,5020,5,0,2,0,2,No
0.9999999,23,1,0,0.002224694,898,1,0,0,0,0,No
0.248450235,30,4,0,0.201813532,4300,15,0,0,0,0,No
0.37347224,84,37,0,0.353211009,8501,13,0,0,0,1,No
0.045983652,67,24,0,0.316334183,6666,4,0,1,0,0,No
0.671204173,67,20,0,0.686575875,5139,13,0,1,0,1,No
0.297931209,44,10,0,0.616833914,4882,11,0,1,0,0,No
0.162253815,24,1,0,0.385045982,2500,5,0,0,0,0,No
0.018560884,42,10,0,0.294142155,12000,12,0,1,0,3,No
0.015073276,59,21,0,0.268546291,15002,11,0,2,0,3,No
0.016199676,38,9,0,0.198924731,7253,6,0,1,0,3,No
0.069984436,58,25,0,0.070564708,10500,20,0,0,0,0,No
0.715034513,39,10,0,0.615311369,5250,8,0,2,0,2,No
0.699327395,28,4,1,0.420471281,4073,10,0,1,0,2,No
0.368951831,50,15,0,0.298360219,7500,7,0,0,0,1,No
0.315021141,43,9,1,0.119114169,4650,8,0,0,0,1,No
0.321457844,46,9,2,1434,6670.221237,6,0,1,1,0,No
0.721329129,38,9,0,0.828585707,2000,6,0,1,0,0,No
0,38,8,0,0.540583766,2500,5,0,2,0,2,No
0.013167537,42,9,0,0.493177388,4616,8,0,1,0,2,No
0.062423175,71,22,0,1178,6670.221237,7,0,1,0,0,No
0.781711504,53,12,0,0.461908581,12469,10,0,3,0,2,No
0.07911326,79,35,0,0.698673983,4373,18,0,3,0,0,No
1.118752499,38,8,3,0.411931345,6000,9,1,1,4,2,No
0.553122344,57,15,0,0.589540412,4416,3,0,1,0,1,No
0.956397524,35,8,2,3268,6670.221237,15,0,1,0,0,No
0.029589439,64,22,0,0.014048531,3914,4,0,0,0,0,No
0.090502593,35,8,0,0.318173021,5166,13,0,2,0,0,No
0,63,18,0,0.121364289,15333,6,0,1,0,0,No
0.254706804,44,12,1,5581,6670.221237,17,0,1,0,3,No
0.631670032,34,5,0,2317,6670.221237,5,0,1,0,2,No
0.910782345,46,10,1,0.250043471,5750,6,0,0,0,0,No
0.078590308,72,23,0,0.007580175,1714,8,0,0,0,0,No
0.201388292,84,34,0,0.291046434,4500,6,0,1,0,0,No
0.052797358,72,30,0,0.098590141,10000,14,0,1,0,1,No
0,50,11,0,0,6670.221237,3,0,0,0,0,No
0.065911616,31,4,0,0.171068362,9200,10,0,1,0,0,No
0.100312241,41,7,0,4.562874251,834,6,0,2,0,0,No
0.165141743,58,19,0,2034,6670.221237,5,0,2,0,0,No
0.167399547,63,21,1,0.432055749,6600,14,0,2,0,2,No
0.043327159,84,23,0,0.007427864,10500,6,0,0,0,0,No
0.036266724,60,20,0,0.165723847,12550,8,0,1,0,0,No
0.026664692,23,1,0,0.057247259,820,2,0,0,0,0,No
0.011638027,60,18,0,0.003124512,6400,4,0,0,0,0,No
0.308125795,30,4,0,0.38209266,1920,3,0,0,0,0,No
0.117246352,37,7,0,0.391888649,8333,16,0,2,0,1,No
0,57,16,0,0.579263068,2333,14,0,1,0,0,No
0.9999999,58,14,0,0.120584756,11833,4,0,1,0,1,No
0,89,30,0,0,6670.221237,1,0,0,0,0,No
0.007661595,71,24,0,0.110903759,3750,11,0,0,0,0,No
0.043882928,39,10,1,0.011329557,3000,7,0,0,0,2,No
0,26,2,0,0.128534704,3500,13,0,0,0,0,No
0.134660682,42,10,0,0.440337224,6167,3,0,1,0,5,No
0.036374318,29,5,0,0.006955766,9200,10,0,0,0,3,No
0,51,15,0,0.339732054,5000,8,0,1,0,0,No
0,27,3,1,315,6670.221237,1,0,0,0,0,No
0.077842886,50,12,0,0.257893407,3958,11,0,1,0,0,No
0,36,7,4,0.437849944,6250,11,0,2,1,0,No
0.022569816,63,17,0,0.292341532,5000,7,0,1,0,0,No
0.200450622,57,16,0,0.241822597,7000,7,0,1,0,3,No
0.093604105,44,10,0,0.668266347,5000,12,0,2,0,2,No
0.047582449,74,22,0,0.035185926,2500,10,0,0,0,0,No
0.007949166,46,9,0,1942,6670.221237,4,0,1,0,0,No
0.05972692,40,10,0,0.432856484,6500,18,0,3,0,2,No
0.033721806,81,35,0,0.011070545,8490,11,0,0,0,0,No
0.033431273,71,20,0,0.304252521,2280,7,0,1,0,0,No
3.275905119,33,6,0,0.034649198,5800,6,0,0,0,2,No
0,54,19,0,4138,6670.221237,15,0,3,0,0,No
0.526967065,31,4,0,0.083972009,3000,3,0,0,1,0,No
0,42,10,0,0.433441249,5250,5,0,2,0,2,No
0.00604057,49,12,0,0.422938073,3600,6,0,1,0,1,No
0.583927009,54,18,0,0.283436909,3700,9,0,1,0,0,No
0.500757318,48,10,0,1072,6670.221237,6,0,0,0,1,No
0.0619969,64,24,0,0.276233623,8166,6,0,1,0,0,No
1,43,9,0,0.148427402,4641,3,0,0,0,1,No
0.937811667,63,23,1,0.562483962,3896,10,0,0,0,0,No
0.093642364,44,13,0,0.018526687,6800,8,0,0,0,1,No
0.340757201,40,10,0,0.316080461,8500,13,0,1,0,0,No
1.017964072,38,8,2,0.094263271,4200,7,2,0,0,6,No
0,61,15,0,0.417844954,2050,5,0,0,0,1,No
0.002133638,59,22,0,3454,6670.221237,22,0,3,0,0,No
0.046883709,55,19,1,0.269877328,2200,9,0,1,0,0,No
0.021761621,33,5,0,994,0,5,0,0,0,1,No
0.184020193,44,11,0,0.867042116,4083,7,0,2,0,2,No
0.026343913,36,8,0,0.072766812,5977,16,0,0,0,0,No
0.864565417,69,23,0,0.383461694,7400,13,0,1,0,0,No
0.026678742,71,21,0,2161,6670.221237,7,0,1,0,0,No
0.896018906,35,6,0,0.173204122,6500,4,0,0,1,2,No
0,51,15,0,0.342207224,8000,9,0,1,0,3,No
0.821150991,31,6,0,0.176981542,4604,15,0,0,0,1,No
0.019068757,39,7,0,0.481903619,5000,12,0,1,0,1,No
0.369475484,83,31,0,0.170582942,10000,8,0,1,0,1,No
0.354354855,47,9,0,0.295187893,5880,3,0,1,0,1,No
0.005464267,67,22,0,0.141387822,7291,8,0,1,0,1,No
0,83,24,0,0,6670.221237,2,0,0,0,0,No
0.036004196,35,9,0,0.309529992,3850,20,0,0,0,1,No
0.169685622,48,14,0,2198,6670.221237,5,0,1,0,0,No
0.032712403,79,27,0,2,6670.221237,1,0,0,0,0,No
0,34,6,0,0,2350,3,0,0,0,0,No
0.058580892,44,11,0,0.144407942,7000,5,0,1,0,1,No
0,51,15,0,0.246840775,3560,5,0,0,0,0,No
0.015490743,63,19,0,0.256193756,9000,11,0,1,0,0,No
0.008277855,65,23,0,0.004329004,7160,6,0,0,0,0,No
0,32,6,0,0.358309318,1040,12,0,0,0,0,No
0.127025722,33,6,0,0.532376748,5435,6,0,2,0,1,No
0.037874666,62,17,0,0.186863438,4810,10,0,0,0,1,No
0.273985465,39,9,1,2158,6670.221237,14,0,1,0,0,No
0.305714625,57,16,0,0.651835643,4112,14,0,2,0,0,No
0.874612866,59,20,2,0.183854842,5400,12,0,0,0,0,No
0.9999999,21,0,0,0,3000,1,0,0,0,0,No
0.091200905,64,27,0,0.094181507,10500,22,0,1,0,0,No
9.52E-05,28,3,0,0.126994257,4700,8,0,1,0,2,No
0,62,22,0,0.415178571,5375,7,0,1,0,1,No
0.000883166,43,9,0,0,4014,6,0,0,0,2,No
0.415944001,41,9,2,0.349738918,9000,17,0,2,0,0,No
0.801805777,71,22,0,0.694131087,7002,15,0,1,0,1,No
0.068762929,51,12,0,1486,6670.221237,10,0,2,0,2,No
0.9999999,40,9,0,2283,0,6,0,1,0,3,No
0.61547957,27,2,1,0.103541773,5900,5,0,0,0,1,No
0.278686428,81,34,0,0.167013278,6250,10,1,1,0,0,No
0.031021002,91,32,0,0.010949774,4200,10,0,0,0,0,No
0.9500998,50,10,0,0.169021594,3750,3,0,0,0,0,No
0.311596607,76,24,0,0.428982224,11475,9,0,3,0,0,No
0.137482815,26,2,0,33,0,1,0,0,0,0,No
0.053825176,40,9,0,0.307098986,7000,11,0,1,0,0,No
0.040355702,46,13,0,0.245660347,12500,9,0,2,0,0,No
0,48,11,1,0.612571774,3308,10,0,1,0,1,No
0,62,17,0,0,4166,2,0,0,0,0,No
0.22672166,48,13,0,0.894705354,3342,6,0,2,0,0,No
0.950033311,31,4,0,576,6670.221237,3,0,0,0,0,No
0.043699272,50,10,0,0.061978297,9583,3,0,0,0,0,No
0.05168249,69,26,0,0.007358953,3668,5,0,0,0,0,No
0.303389861,47,19,1,3.570074394,8333,33,0,13,0,0,No
0.106485703,45,9,0,0.177442282,20400,10,0,3,0,2,No
0.166034833,25,2,0,687,6670.221237,9,0,0,0,0,No
0.087957669,73,20,0,117,6670.221237,6,0,0,0,0,No
0.496125406,60,16,0,4886,6670.221237,10,0,1,0,0,No
0.007271405,29,4,0,0.897169811,2119,7,0,2,0,0,No
0.044405274,47,14,0,0.183108224,5848,6,0,1,0,0,No
0.9999999,58,17,1,0.418889161,4086,4,0,3,0,0,No
0.400828961,54,18,0,0.250876869,5416,7,0,1,0,0,No
0.896604136,52,14,0,0.782822086,2444,11,0,0,0,0,No
0,37,6,0,0,2500,5,0,0,0,0,No
0.967822296,55,18,0,3786,6670.221237,10,0,1,0,0,No
0.011856804,79,26,0,12,6670.221237,4,0,0,0,2,No
0.266268486,64,25,0,0.36900574,5400,8,0,1,0,0,No
0.847263192,31,5,0,0.204318273,2500,12,0,0,0,0,No
0.091750764,24,1,0,0.15282392,300,3,0,0,0,0,No
0.033540666,62,20,0,0.131597803,4186,7,0,1,0,1,No
0.202875807,57,18,0,0.117262591,2600,13,0,0,0,0,No
0.119976005,54,14,0,0.082728592,6200,2,0,0,0,2,No
0.99960008,48,11,1,1568,0,6,0,0,0,0,No
0.402106526,50,15,0,0.252250944,6885,14,0,2,0,0,No
0.28711917,65,22,0,0.242859397,19010,13,0,2,0,1,No
0.036136134,65,17,0,0.012158055,6250,6,0,0,0,1,No
0.074887502,58,21,0,2706,6670.221237,11,0,2,0,2,No
0.001393485,85,30,0,0.21695558,7383,12,0,1,0,0,No
0.160338826,61,23,0,1.238231098,700,16,0,1,0,1,No
0.129787735,61,18,0,0.248975876,8787,11,0,2,0,0,No
0.243401968,55,14,1,1555,6670.221237,9,0,1,0,1,No
0.02430908,64,27,0,2220,0,15,0,2,0,0,No
0.320758503,38,7,0,0.358852517,5681,8,0,1,0,1,No
0.9999999,52,11,0,0,3666,3,0,0,0,0,No
0.541944075,39,9,0,0.349946162,6500,5,1,1,0,0,No
0.028019892,62,20,0,1.95241711,3950,7,0,1,0,0,No
0.533157475,30,4,0,0.499833389,3000,6,0,1,0,3,No
0.89365387,59,18,0,0.41676314,8637,13,0,2,0,3,No
0.067105389,58,14,0,0.232353135,15200,8,0,1,0,1,No
0.035873228,49,14,0,0.443199615,8300,10,0,2,0,0,No
0.024680734,61,14,0,0.004443457,4500,3,0,0,0,1,No
0.002601871,70,34,0,0.172182782,10000,26,0,1,1,0,No
0.01456004,74,23,0,0.132637192,4500,7,0,1,0,0,No
0.002066598,59,18,0,0.267273701,5600,8,0,2,0,1,No
0.636840551,52,18,1,0.48710662,9500,16,0,2,0,1,No
0.073926074,23,1,0,0.000702741,2845,2,0,0,0,0,No
0.35054639,62,15,0,147,0,3,0,0,0,0,No
0.353873209,26,3,0,0.240939765,4000,11,0,0,0,0,No
0.866982931,60,17,0,0.423744869,3166,7,1,0,0,0,No
0.985807442,46,13,1,0.090409133,12000,4,2,0,0,4,No
0.9999999,38,8,0,0,4500,0,1,0,0,0,No
0.100440107,68,29,0,0.243406525,24000,31,0,3,0,4,No
0.014725934,40,9,0,0.001211754,3300,2,0,0,0,0,No
0.418009291,60,18,0,0.266346731,5000,13,0,1,0,0,No
0,38,9,0,0.476225311,4100,6,0,2,0,3,No
0.472062365,35,6,0,5567,6670.221237,9,0,2,0,0,No
0.9999999,43,10,0,0,6670.221237,0,0,0,0,0,No
0.637060122,24,1,0,0.034442085,4238,4,0,0,0,0,No
0.023732354,44,13,0,0.544645535,10000,11,0,1,0,2,No
0,32,4,0,0,1576,2,0,0,0,0,No
0.031120914,67,23,0,0.005237596,10500,10,0,0,0,0,No
0.269325852,63,24,0,0.235719569,12166,12,0,2,0,1,No
0.55752737,55,15,2,1.007427414,4442,5,0,1,0,0,No
0.9999999,48,12,0,0.000217344,4600,1,0,0,0,1,No
0.52846744,45,9,0,0.450554995,3963,5,0,0,0,0,No
1.014558271,58,15,1,0.393939394,3200,3,3,1,0,2,No
0.009924786,79,33,0,0.003196165,10011,13,0,0,0,0,No
0.036706336,47,15,0,1409,6670.221237,12,0,1,0,0,No
0.396470775,55,16,0,0.580458539,14000,11,0,2,0,0,No
0.077131053,59,19,0,0.166100736,3533,13,0,1,0,1,No
0,57,16,0,0.161490683,6600,16,0,1,0,1,No
0.024234148,59,21,0,2577,6670.221237,12,0,1,0,0,No
0.039967044,55,19,0,0.202113606,10597,10,0,2,0,2,No
0.055924545,53,16,0,0.243170862,5600,7,0,1,0,2,No
0.862417805,50,15,0,0.232109699,7000,7,0,1,0,1,No
0.216063471,46,12,0,0.125209147,3585,4,0,0,0,2,No
0.539715143,40,9,0,0.157590108,3800,3,0,0,0,0,No
0.019484034,61,18,0,0.003770998,5833,4,0,0,0,1,No
0.065523362,72,21,0,0.010720176,7275,4,0,0,0,1,No
0.331339496,45,13,0,0.843077957,2975,13,0,1,0,1,No
0.9999999,50,16,0,0.496566896,15000,7,0,2,0,3,No
0.216719486,60,28,1,0.353999358,6225,28,0,2,0,0,No
0.017353861,59,22,0,1492,6670.221237,13,0,2,0,0,No
0.302408777,37,7,0,0.15064758,7334,6,0,0,0,0,No
0.073386169,37,8,0,0.994594595,1664,10,0,1,0,3,No
0.155425927,56,15,0,0.226142798,14481,8,0,2,0,1,No
0.333973032,36,7,0,0.238213724,7635,9,0,1,0,2,No
0.40554587,48,10,0,0.222036942,7795,7,0,0,0,1,No
0.342055808,38,9,0,0.630157989,15000,15,0,4,0,1,No
0.26805871,55,17,1,1.994433449,8083,18,0,6,0,2,No
0.000193542,34,7,1,0,3000,3,0,0,0,2,No
0.683784979,61,20,0,0.56171914,2000,5,0,1,0,0,No
0.12417172,65,17,0,0.094710053,5500,7,0,1,0,0,No
0.002179088,75,22,0,708,6670.221237,9,0,2,0,0,No
0.092981369,70,26,0,2.979565773,782,14,0,2,0,1,No
0.030398427,80,22,0,0.298340332,5000,6,0,1,0,1,No
0.067786443,53,14,0,0.398640544,2500,6,0,1,0,0,No
0.372041864,54,16,1,0.264966879,8000,7,0,2,0,1,No
0.077285061,58,16,0,0.673832617,10000,6,0,2,0,4,No
0.045235941,90,22,0,0.007959068,3517,1,0,0,0,0,No
0.725646209,41,8,0,1.681829543,4000,9,0,3,0,3,No
0.385911633,56,20,0,0.360363964,10000,10,0,1,0,1,No
0.473433357,34,7,0,1.002281617,3067,10,0,2,0,1,No
0.103458673,64,18,0,0.671744823,4200,13,0,1,0,1,No
0.03989867,39,9,0,0.253966138,7500,10,0,1,0,0,No
0.051057912,39,9,0,0.614186487,4750,6,0,2,0,2,No
0,53,14,0,0.128430174,9000,5,0,0,1,3,No
0.099457713,37,6,0,2987.5,1,6,0,1,0,2,No
0.9999999,57,18,0,0.343163539,1118,1,1,0,0,0,No
0.949403931,64,19,0,0.241613013,2950,6,0,0,0,0,No
0.368673358,57,21,0,0.254089545,17666,20,0,2,0,2,No
0.350875312,59,19,1,0.33259587,6779,13,0,2,0,1,No
0.06938413,57,20,0,5851,6670.221237,24,0,2,0,0,No
0.309169083,59,19,0,0.50769846,5000,5,0,1,0,0,No
0.000761048,86,33,0,0.000249938,4000,5,0,0,0,0,No
0.075007856,38,8,0,0.300098578,7100,12,0,1,0,1,No
0.042589438,60,15,1,0.080209043,4400,4,0,0,0,0,No
0.054441261,44,10,0,0.245134485,9145,7,0,1,0,3,No
0.38164714,65,22,0,0.668765593,8416,24,0,3,0,0,No
0.101399835,60,20,0,0.229885057,2000,4,0,0,0,0,No
0.9999999,45,8,0,0.065973611,2500,2,0,0,0,3,No
0.368798371,60,20,0,0.47860143,8808,25,0,2,0,3,No
0.027354421,77,32,0,0.011623748,5591,9,0,0,0,0,No
0,59,19,0,0,6670.221237,2,0,0,0,0,No
0.456981721,53,19,0,0.406909789,2083,11,0,0,0,0,No
0.719025543,43,9,0,0.606983541,6500,7,0,2,0,2,No
0.001996008,59,15,1,1104,6670.221237,2,0,1,1,0,No
0.017830079,52,14,0,0.150808162,13672,13,0,1,0,0,No
0.986455777,52,16,0,0.054079039,8653,4,0,0,0,1,No
1.210526316,23,1,1,19,6670.221237,3,0,0,0,0,No
0.140219106,67,21,0,1.002971089,8750,10,0,4,0,0,No
0.013365202,66,21,0,8,6670.221237,5,0,0,0,0,No
0,51,17,0,0.435629676,6415,10,0,2,0,1,No
0.018164574,58,14,0,0.005580098,4300,10,0,0,0,0,No
0.03284013,54,19,1,15588,6670.221237,19,0,4,0,0,No
0.052051262,44,10,0,0.156179885,10250,6,0,1,0,3,No
0.013159702,79,27,0,0.103116944,4266,12,0,1,0,0,No
0.169258099,36,9,0,0.514297141,5000,8,0,1,0,3,No
0.403155011,67,17,1,0.188452887,4000,4,0,0,0,1,No
0.01555156,59,17,0,0.067327723,12000,10,0,1,0,0,No
0.782012823,50,12,0,0.494334089,7500,13,0,2,0,1,No
0.160277512,56,16,0,0.486425339,1325,4,0,0,0,1,No
0.610542743,30,4,1,0.264924265,3366,9,0,0,0,0,No
0.01214219,73,22,0,48,6670.221237,5,0,0,0,0,No
0.234733118,39,8,0,0.086259284,5923,4,0,0,0,2,No
0.132934951,55,16,0,0.637672466,3333,9,0,2,0,2,No
0.257896293,52,14,0,0.485813614,8916,5,0,2,0,2,No
0.053667443,69,18,0,0.403852226,9500,5,0,1,0,1,No
0.130187534,43,9,0,0.701224662,4735,8,0,1,0,3,No
0.220458694,32,4,0,83,6670.221237,3,0,0,0,0,No
0.10859427,21,0,0,4,6670.221237,1,0,0,0,0,No
0,52,19,0,0.038300321,12166,17,0,0,0,2,No
0.456905925,40,7,1,0.353213665,3453,9,0,0,0,2,No
0.239781822,46,12,0,0.503231274,9438,8,0,2,0,1,No
0,56,17,0,0.211311099,11333,7,0,1,0,3,No
0.000745083,46,14,0,1887,6670.221237,8,0,1,0,1,No
0.680439853,27,3,0,0.129058775,2432,4,0,0,0,0,No
0,52,17,0,3580,6670.221237,11,0,2,0,0,No
0,26,2,0,0.378197998,898,2,0,0,0,0,No
0.520246863,64,23,0,0.438309647,7950,14,0,2,0,0,No
0.045193346,73,26,0,0.120214467,10630,11,0,2,0,1,No
0.002124734,33,6,0,0.379724055,5000,4,0,1,0,1,No
0.9999999,26,2,98,0,6670.221237,0,98,0,98,0,No
0.237655118,63,20,1,0.225989533,13566,4,0,1,0,1,No
0.099794229,48,15,0,3092,6670.221237,22,0,1,0,3,No
0.026996625,23,1,0,0.007308161,820,4,0,0,0,0,No
0.542585077,47,14,0,2.90699462,1300,17,0,1,0,1,No
0.036362678,50,19,0,0.75375982,4454,31,0,2,0,3,No
0.991429796,28,4,0,0.262295082,2500,5,0,0,0,1,No
0.9999999,98,38,0,0,6670.221237,4,0,0,0,0,No
0.542686894,77,23,0,0.43822471,2500,4,0,0,0,0,No
0.9999999,31,4,1,0.191106406,5666,2,1,0,0,0,No
0.861712762,50,15,1,0.293946555,5500,7,0,1,1,1,No
0.955770208,47,12,1,0.359375,3583,7,0,0,0,0,No
0.9999999,25,1,0,0.128696377,2400,3,0,0,0,0,No
0.100519984,56,15,0,123,6670.221237,6,0,0,0,0,No
0.361416496,31,4,0,0.408337519,1990,6,0,1,0,1,No
0.043832603,65,19,0,0.152699509,5500,6,0,1,0,1,No
0.99448466,29,4,0,404,6670.221237,5,0,0,0,0,No
0.516176898,37,7,0,2491,6670.221237,11,0,0,0,0,No
0.904327654,55,18,1,2160,0,17,0,0,0,2,No
0.022748359,71,26,0,0.012658228,1500,2,0,0,0,0,No
0.155939706,44,13,0,0.304157397,14383,20,0,3,0,1,No
0.20532685,38,9,0,0.489358663,7000,11,0,2,0,1,No
0.17924429,36,6,0,0.373500102,9833,8,0,2,0,2,No
0.983475424,54,15,1,0.208583295,4333,8,0,0,0,2,No
0,26,2,0,0.706455542,820,4,0,0,0,0,No
0.027798888,48,10,0,0.280971082,2800,3,0,1,0,0,No
0.917635296,52,12,2,0.259496202,2500,4,0,0,0,0,No
0.21826081,51,17,0,0.285255266,2800,10,0,0,0,3,No
