customer,age,occupation,regionType,marriageStatus,children,income,numHandsets,handsetAge,hacked-handsetAge,smartPhone,currentHandsetPrice,creditRating,homeOwner,creditCard,avgBill,avgMins,avgrecurringCharge,avgOverBundleMins,hacked-avgOverBundleMins,avgRoamCalls,callMinutesChangePct,hacked-callMinutesChangePct,billAmountChangePct,hacked-billAmountChangePct,avgReceivedMins,avgOutCalls,avgInCalls,peakOffPeakRatio,peakOffPeakRatioChangePct,avgDroppedCalls,hacked-avgDroppedCalls,lifeTime,lastMonthCustomerCareCalls,numRetentionCalls,numRetentionOffersAccepted,newFrequentNumbers,churn
1054098,32,,,yes,FALSE,3,2,295,52,TRUE,29.99,E,FALSE,TRUE,81.29,713,59.99,77,0,0,-5.3,-0.346914416,-0.626,1.558504145,155.28,32.67,3,1.134587156,16.32317359,17,0,14,0,0,0,0,FALSE
1054124,0,,,unknown,FALSE,0,1,418,909,TRUE,0,E,TRUE,FALSE,33.24,70,29.99,0,0,0,-0.54,-2.190590005,0,0.516519052,0,0.67,0,3,20.9865803,1,0,14,0,0,0,1,FALSE
1054149,34,,,yes,TRUE,2,2,236,1085,TRUE,29.99,D,TRUE,TRUE,34.54,271,29.99,0.5,0,0,1.08,0.328278435,0.074,-2.959282587,29.84,0.33,1.67,0.394757619,-2.15306571,4.67,0,18,0,0,0,0,FALSE
1054158,34,,,yes,TRUE,4,1,356,519,TRUE,0,B,FALSE,TRUE,30.61,213.75,29.99,1,0,0,-0.035,-0.683197168,-0.0124,0.172493458,36.97,9,0.67,3,4.40003304,2.67,0,12,3.67,0,0,0,FALSE
1054207,0,,,unknown,FALSE,0,2,456,1145,TRUE,9.99,A,TRUE,FALSE,51.64,344,59.99,0,0,0,0,-2.707919318,0,3.854853765,50.4,29.33,4.67,1.790466973,5.51898387,5,0,16,0.67,0,0,0,FALSE
1054223,30,,,unknown,FALSE,6,1,355,1121,TRUE,0,B,FALSE,TRUE,64.03,50.25,59.99,0,0,0,-0.485,0.509289555,-0.0158,-4.417970009,8.65,1.67,2.33,1.737756714,-0.702608448,1,0,12,0,0,0,0,FALSE
1054245,0,,,unknown,FALSE,0,1,355,929,TRUE,0,E,TRUE,FALSE,35.8,213.75,44.99,0,29.60587139,0,7.005,-1.886845384,0.0036,-0.242028567,58.35,9.67,0.33,1.91834727,-9.453846914,2.67,0,12,0,0,0,0,FALSE
1054263,0,,unknown,unknown,FALSE,0,1,355,380,TRUE,0,B,TRUE,FALSE,66.67,841,59.99,48.25,0,0,-1.9,-2.955002098,-0.344,0.370220926,25.75,26.67,0,5.302096178,10.99102811,8,0,12,2.33,0,0,1,FALSE
1054286,34,,rural,yes,FALSE,6,1,417,103,TRUE,0,B,FALSE,TRUE,10,78.25,10,0,64.03523555,0,-0.605,-2.156269267,0,-1.805110352,16.83,4.33,0,1.741111111,-9.004694809,1,0,14,0,0,0,0,FALSE
1054319,0,,,unknown,FALSE,7,2,227,1412,TRUE,59.99,D,FALSE,TRUE,77.07,779.75,84.99,1.5,0,0,-2.315,0.205494653,0.0052,-3.432409927,208.92,50,5,3.5,6.658761239,20.67,0,18,5,0,0,0,FALSE
1054336,42,,suburban,no,FALSE,9,1,354,919,TRUE,0,B,FALSE,TRUE,36.16,112.5,39.99,0,0,2.15,-0.31,-0.740180869,0.043,-1.744345622,35.28,2.67,0,34.08270677,5.354244958,3.33,0,12,0,0,0,0,FALSE
1054347,34,,suburban,no,FALSE,7,2,11,981,TRUE,149.99,B,FALSE,TRUE,49.99,4.5,34.99,0,0,0,0.21,-1.810028558,-0.2,-2.44486262,0,0,0,0,0.530895695,0,0,18,0,1,1,0,FALSE
1054357,50,,unknown,no,TRUE,3,1,354,643,TRUE,0,E,FALSE,TRUE,48.67,506.25,62.49,0,0,0,1.335,-1.832230945,-0.0536,2.079983904,69.19,22,0.33,0.985221132,-5.434637524,8.67,0,12,0.67,0,0,0,FALSE
1054379,54,self-employed,,yes,FALSE,6,2,146,799,TRUE,59.99,B,FALSE,TRUE,36.15,131.75,29.99,0,0,0.16,0.865,-1.902739144,-0.0184,2.143558344,2.22,0.33,0,6.114638448,25.61429419,2.33,0,12,0.67,0,0,0,FALSE
1054387,22,,suburban,unknown,FALSE,6,2,93,533,TRUE,79.99,D,FALSE,TRUE,92.85,1124.75,49.17,83,0,0.59,-8.515,-1.33709162,-1.857,3.531209902,408.76,105,39.67,0.968905826,-4.62608165,21.67,0,18,1.33,1,0,0,FALSE
1054413,0,,town,unknown,FALSE,0,1,354,1465,TRUE,0,B,TRUE,FALSE,53.44,2.25,49.99,0,76.20856814,0,0.135,-0.614874083,-0.009,4.091410358,0,0,0,0,-6.567988102,0,0,12,0,0,0,0,FALSE
1054421,50,,rural,yes,FALSE,6,1,416,1247,TRUE,0,B,FALSE,TRUE,50.8,18.5,55.8,0,0,0,-0.29,1.038209098,0.184,12.15802562,4.72,1,0,0.352733686,-7.117242266,3,0,14,0,0,0,0,FALSE
1054444,0,,,unknown,FALSE,0,3,132,1385,TRUE,149.99,E,TRUE,FALSE,121.31,2975.75,84.99,147,0,0.59,0.765,3.494168289,-0.7136,-4.77534902,634.18,216.33,94.33,0.605007519,-0.294427317,34.33,0,16,4,0,0,0,FALSE
1054456,0,,town,unknown,FALSE,0,1,522,1611,TRUE,0,G,TRUE,FALSE,59.77,211.25,59.99,0,0,9.78,0.335,0.197134413,-0.0124,4.343841664,29.12,51.67,15.33,2.23197951,-1.511087148,6.67,2.466624979,18,0,0,0,0,FALSE
1054491,42,,suburban,unknown,FALSE,7,2,281,52,TRUE,59.99,E,FALSE,TRUE,103.7,1062.5,109.99,0,0,0,0.89,-1.844363457,0.0446,5.076218522,106.24,38,5.67,8.472687086,6.302887187,8.33,0,16,0,0,0,0,FALSE
1054499,46,,,no,FALSE,4,1,353,911,TRUE,0,B,FALSE,TRUE,30.27,712.5,30,0,0,0,-4.39,-1.795905942,-0.0054,0.528830764,98.79,13,3.33,0.35335689,6.109422373,9,0,12,0,0,0,0,FALSE
1054521,74,,town,yes,FALSE,3,1,415,519,TRUE,0,B,FALSE,TRUE,57.3,320.25,40,78,45.85734211,0,0.875,-1.249950439,0.343,-3.432055695,42.2,4,0,2.21872714,4.071469253,14,0,14,0,0,0,0,FALSE
1054579,0,,,unknown,FALSE,0,1,353,698,TRUE,0,B,TRUE,FALSE,38.55,166.25,54.99,0,0,0,1.355,-1.026162008,-0.0514,-2.040064992,24.8,5,1,2.418439716,-6.927751977,0.33,0,12,0,0,0,0,FALSE
1054606,0,,suburban,unknown,FALSE,0,1,460,967,TRUE,0,G,TRUE,FALSE,51.63,182.5,27.13,12,0,0.06,-3.65,2.408689524,-0.8326,-8.550792139,9.1,0,0.33,2.108678021,2.718645893,3.33,0,16,0,0,0,0,FALSE
1054612,30,,suburban,no,FALSE,6,1,352,551,TRUE,0,C,FALSE,TRUE,94.17,545.5,20.67,216.5,0,0.16,-10.91,1.890203483,-2.7466,-1.458011671,147.16,13.67,6.33,2.093675804,5.443176774,4.67,0,12,0,0,0,0,FALSE
1054624,42,,,yes,TRUE,6,1,414,427,TRUE,0,B,FALSE,TRUE,133.26,618.5,29.99,257.25,0,1.25,0.49,0.535428005,0.6094,-6.605765206,90.67,17.33,2,5.883153122,-3.920895003,4.67,0,14,0,0,0,0,FALSE
1054651,0,,suburban,no,FALSE,5,3,125,1193,TRUE,129.99,E,TRUE,FALSE,81.52,1395.5,84.99,1,0,0.48,2.93,-1.004544261,0.0634,8.834079652,647.5,37.33,34,0.879911431,-17.97359973,15.33,0,12,0,0,0,0,FALSE
1054665,0,,,unknown,FALSE,0,1,460,203,TRUE,0,C,TRUE,FALSE,13.23,231.75,11.99,0,0,0,0.005,-2.889081256,-0.005,-6.322356639,61.43,5,0,6.931404073,-4.810657286,5.67,0,16,0,0,0,0,FALSE
1054690,50,,,unknown,TRUE,9,2,244,893,TRUE,9.99,A,FALSE,TRUE,72.07,770.25,84.99,1.5,0,0,-4.405,1.237336488,0.0302,3.331863939,109.39,44.33,4.67,0.798210802,7.923302989,37,0,16,0,0,0,0,FALSE
1054730,34,,town,yes,FALSE,3,1,521,601,TRUE,0,F,TRUE,TRUE,10,38.75,10,0,0,0,-0.095,3.496288026,0,0.403003703,9.16,4,2.67,0.777777778,-0.244615943,1,0,18,0,0,0,1,FALSE
1054752,28,professional,town,yes,FALSE,3,2,348,1179,TRUE,129.99,B,FALSE,TRUE,38.28,274.75,54.99,0,0,0.47,-2.235,0.765334024,0.1342,-6.857003664,29.49,28.33,8,1.831225154,-21.84313305,3,0,12,0.33,0,0,0,FALSE
1054772,52,,,yes,TRUE,6,1,459,807,TRUE,0,A,FALSE,TRUE,10,21.25,10,0,0,0,-0.045,-0.580743567,0,7.730427899,1.83,4,1,4.335,-2.955014059,1,0,16,0,0,0,0,FALSE
1054819,60,,,yes,TRUE,9,1,520,296,TRUE,0,B,FALSE,TRUE,34.13,227.75,40,0,0,0,-0.455,2.007580275,-0.0346,2.584071683,106.03,7.67,4.67,3.039873668,0.189714691,0.67,1.627419125,18,0,0,0,0,FALSE
1054833,54,,,yes,TRUE,4,2,265,900,TRUE,149.99,G,FALSE,TRUE,58.2,616,49.99,0,0,2.54,-1.22,-2.935847715,0.0698,-4.284870958,0,0,0,0,-0.037025083,0,2.302765739,12,0,0,0,0,FALSE
1054844,0,,,unknown,FALSE,0,2,209,1226,TRUE,149.99,B,TRUE,FALSE,146.02,1912.75,119.99,112.5,0,0,-2.775,0.547492556,-0.283,2.656467927,536.66,98.33,31.33,2.663565105,-12.07634183,17,0,18,0,0,0,0,FALSE
1054866,0,,,unknown,FALSE,0,1,520,883,TRUE,0,E,TRUE,FALSE,80.68,757.5,77.49,0,0,0,0.69,-1.489543418,-0.03,-10.12658995,127.94,66.67,2,0.485096062,10.63622675,23.33,0,18,2.67,0,0,0,FALSE
1054886,0,,,unknown,FALSE,0,2,25,1090,TRUE,199.99,B,TRUE,FALSE,39.23,329,44.99,0,0,0,-1.76,-0.350503323,0,2.526827616,36.12,14,0.67,0.756097561,18.73695838,4.33,0,14,0,0,0,1,FALSE
1054903,0,,town,unknown,FALSE,0,1,458,543,TRUE,0,D,TRUE,FALSE,39.77,546.75,44.99,12.25,0,0,-2.515,-2.105946845,-0.0956,-2.21074141,162.18,13.33,3.33,1.017272727,2.13763093,5,0,16,0.33,0,0,0,FALSE
1054919,0,,,unknown,FALSE,0,1,458,793,TRUE,0,B,TRUE,FALSE,24.6,52.75,17.41,13.5,25.06976514,0,-0.575,2.391620771,-0.2726,1.537764289,1.39,7,0.33,2.292768959,12.41261488,2.33,0,16,0.33,1,1,0,FALSE
1054936,32,professional,,yes,FALSE,6,2,316,126,TRUE,199.99,F,FALSE,TRUE,54.71,700.75,54.99,4.25,0,0.2,-6.935,2.855055466,-0.0138,0.276445247,265.76,33,7,1.52530303,-9.249309611,21.67,0,16,1,0,0,0,FALSE
1054954,0,,,unknown,FALSE,0,2,182,647,TRUE,59.99,D,TRUE,FALSE,34.39,366.5,34.39,0,11.80809599,0,2.09,0.06218392,0.112,7.951042076,79.33,8.67,0.67,1.129369225,3.436159637,2.67,0,16,0.67,0,0,0,FALSE
1054990,78,,rural,yes,FALSE,4,1,519,686,TRUE,0,B,FALSE,TRUE,29.99,14.25,29.99,0,0,0,0.175,-2.586002469,0,2.893730318,0,0,0,7.33,8.525880292,0.67,0,18,0,0,0,0,FALSE
1055005,36,,,no,TRUE,5,1,458,1542,TRUE,0,B,FALSE,TRUE,85.51,783.5,79.67,51.25,0,0,8.07,-0.687094076,0.8464,-0.961515874,186.32,49.67,21.67,2.253333333,-9.042323949,14.67,0,16,9.67,0,0,0,FALSE
1055016,0,,suburban,unknown,FALSE,0,1,412,683,TRUE,0,B,TRUE,FALSE,35.61,398,40.07,0,0,0.29,7.34,0.210069612,0.0876,5.6048956,170.35,16,0,0.751975266,-8.842375515,24,0,14,1.67,0,0,0,FALSE
1055031,30,,rural,unknown,FALSE,8,1,519,1053,TRUE,0,B,FALSE,TRUE,10.57,179.5,10,0,26.79556589,0.32,0.03,-2.226749189,-0.0114,3.184473754,22.75,11.67,5.67,3.152641879,0.976567519,1,2.156438624,18,0,0,0,0,FALSE
1055053,0,,suburban,unknown,FALSE,0,1,411,932,FALSE,0,E,TRUE,FALSE,33.22,167,30,0,0,0,1.2,0.416110225,0.0544,3.170903103,60.83,7.33,3.33,7.58375,7.498858388,2,0,14,0,0,0,3,FALSE
1055063,32,,suburban,yes,FALSE,9,1,518,271,TRUE,0,B,FALSE,TRUE,32.96,208,40,7.5,0,0,0.76,-3.201575559,0.1628,-5.476641654,104.63,2.33,0,11.81657848,-15.30942239,6,0,18,0,0,0,0,FALSE
1055092,40,,,no,FALSE,4,2,391,595,TRUE,29.99,D,FALSE,TRUE,48.13,265.25,29.42,47.75,0,1.64,2.395,-1.145920358,1.5702,-2.523489702,37.51,22,0.67,3.655975168,-2.918443766,7,0,14,5.33,1,0,0,FALSE
1055113,30,,,unknown,FALSE,6,1,457,893,TRUE,0,C,FALSE,TRUE,52.39,480.25,59.99,0,0,2.4,-2.045,-4.243370304,-0.04,6.30542074,68.52,62.33,19.33,2.047399254,4.793393284,3.67,0,16,0,0,0,0,FALSE
1055147,0,,,unknown,FALSE,5,3,150,1016,TRUE,79.99,F,FALSE,FALSE,109.78,1617.5,109.99,11.25,0,0,-15.77,-1.94142685,-0.1958,-7.647314415,564.67,24.67,1,1.337767029,-9.229660069,38,0,11,9.67,0,0,0,FALSE
1055177,64,professional,suburban,yes,FALSE,9,1,411,677,TRUE,0,B,FALSE,TRUE,29.99,75.25,29.99,0,0,0,0.255,1.704269211,0,3.06315756,12.33,0,0,1.607717042,-7.505150022,3.33,0,14,1.33,0,0,3,FALSE
1055218,48,professional,suburban,yes,TRUE,8,1,410,503,TRUE,0,A,FALSE,TRUE,37.57,394.25,44.99,0,0,2.58,5.895,0.72926747,-0.0054,2.568478844,2.75,4.67,0.67,1.666428571,-4.532474952,3.33,0,14,0,0,0,0,FALSE
1055238,66,professional,town,yes,FALSE,7,1,348,1244,TRUE,0,B,FALSE,TRUE,31.59,115.5,39.99,0,0,1.31,-1.17,1.818125312,0.003,7.304311801,2.41,5.67,0,4.397301349,-12.38676739,9,3.889128048,11,0,0,0,2,FALSE
1055248,0,,,no,FALSE,5,1,348,1018,TRUE,0,C,FALSE,FALSE,143.81,1896.5,94.99,151.25,0,0,-2.07,0.101089089,-1.0916,-4.310454201,562.12,47.67,62,0.937908309,-2.356740077,34.67,0,11,7.33,0,0,0,FALSE
1055266,50,professional,,yes,TRUE,6,1,410,1051,TRUE,0,B,FALSE,TRUE,35.56,133,44.99,0,0,0.32,-0.66,1.237689297,0.0212,-8.517313969,19.08,3.33,0,4.618711386,-19.5301635,2.33,0,14,0,0,0,0,FALSE
1055277,44,,town,yes,TRUE,6,2,7,543,FALSE,149.99,B,FALSE,no,80.88,702.25,32.74,157.25,0,0,-2.065,1.002054169,-0.8178,1.514145888,239.32,46.67,20,1.174680977,-16.68883201,3.67,0,18,0.33,0,0,0,FALSE
1055307,0,,,unknown,FALSE,0,2,136,1089,TRUE,9.99,B,TRUE,FALSE,360.94,3571,117.99,606.75,0,0,23.56,0.586004008,2.454,2.273867182,1079.44,223,65,0.754889179,1.329350993,58.33,0,11,2.67,0,0,0,FALSE
1055331,32,professional,,yes,TRUE,6,1,455,1271,FALSE,0,B,FALSE,TRUE,45.12,423,44.99,17.25,0,0.74,2.86,2.995596665,0.1414,-6.947552387,80.09,18.33,12.33,3.078065832,-1.899942598,9.67,0,15,6.67,0,0,2,FALSE
1055356,54,,town,yes,TRUE,6,1,347,927,TRUE,0,B,FALSE,TRUE,11.04,71.5,10,0,51.79328035,0,-0.15,-3.612587858,-0.0208,-5.205133489,5.43,5,3,7.835,2.193465852,1,0,11,1.33,0,0,0,FALSE
1055388,68,,rural,yes,FALSE,4,3,139,875,TRUE,149.99,B,FALSE,TRUE,21.62,76.5,29.99,0,0,0.16,1.45,-4.749238909,0.085,-1.280091617,1.17,1.67,0,0.367931034,-14.72154946,5.67,0,13,9.67,0,0,0,FALSE
1055412,0,,suburban,no,FALSE,7,1,347,743,TRUE,0,G,FALSE,TRUE,37.68,292.5,30,18,29.71570029,0,-5.37,1.34008152,-0.1536,-1.305741355,54.42,11.67,0,1.318444444,-0.457272365,6,0,11,1,0,0,0,FALSE
1055447,30,clerical,suburban,no,TRUE,4,1,347,275,FALSE,0,B,FALSE,TRUE,33.71,14,30,0,0,0,-0.08,1.976261731,-0.0092,-1.29414528,0,1.33,0,1,8.159855028,0.33,0,11,0,0,0,0,FALSE
1055457,0,,,unknown,FALSE,0,3,172,999,TRUE,59.99,E,TRUE,FALSE,136.15,1487.75,84.99,127.5,0,0,0.045,0.254081324,-0.6448,-7.90323508,519.63,50,15.67,2.852052421,-4.105855279,19.33,0,15,4,0,0,0,FALSE
1055464,30,,rural,yes,TRUE,6,1,515,78,TRUE,0,B,FALSE,TRUE,37.7,251.25,39.99,4.25,0,2.51,0.435,-0.566084291,0.1444,-10.66791978,28.89,3.33,0,4.070481507,-5.419071127,8.33,0,17,0,0,0,0,FALSE
1055488,70,retired,suburban,yes,TRUE,3,1,346,739,FALSE,0,G,FALSE,TRUE,50.44,35.5,49.99,0,0,0,-0.07,-3.585460531,-0.009,4.183521117,4.06,17,3.33,2.040816327,10.03107063,3.67,0,11,0,0,0,0,FALSE
1055508,48,,suburban,unknown,FALSE,9,2,399,780,TRUE,59.99,B,FALSE,TRUE,14.12,721.75,10,0,0,1.65,-2.775,-1.513657838,0.069,-3.983005867,252.36,43.67,0.67,4.6742012,-2.896157011,17.67,0,17,0,0,0,0,FALSE
1055540,24,professional,town,yes,FALSE,5,1,346,729,TRUE,0,B,FALSE,TRUE,67.72,297,69.99,0,0,2.2,3.56,0.765683468,0.0876,14.37885542,37.13,13,4.67,1.761677463,-9.857742828,5.67,1.86823602,11,1.67,0,0,0,FALSE
1055571,40,,suburban,yes,TRUE,6,3,131,1229,TRUE,149.99,B,FALSE,TRUE,54.48,668.25,49.99,32,0,1.8,2.775,-3.707961373,-0.0976,-1.946209134,38.85,17.33,0.67,1.141070253,-9.545211623,9.33,0,15,0,0,0,0,FALSE
1055595,64,retired,,yes,FALSE,3,1,454,660,TRUE,0,B,FALSE,TRUE,30,27.75,40,0,0,0,0.085,-3.674456454,0,0.983956603,0.19,1.67,0,3.204204204,-9.010563211,0.67,0,15,0,0,0,0,FALSE
1055608,0,,suburban,no,FALSE,6,1,514,314,FALSE,0,G,FALSE,FALSE,24.51,352.75,40,5.75,0,0,0.025,-0.417649784,0.1098,5.667592916,84.1,34.33,10.67,1.497162316,5.525861472,4.33,0,17,3.33,0,0,0,FALSE
1055630,0,,suburban,unknown,FALSE,0,1,453,792,TRUE,0,B,TRUE,FALSE,32.62,143,29.99,7.5,0,0,1.74,-1.501688591,0.1576,0.427777696,33.12,7,0.67,0.946226633,-2.284176977,2.67,3.007696387,15,0,0,0,0,FALSE
1055644,22,,,unknown,FALSE,4,1,345,1521,TRUE,0,B,FALSE,TRUE,51.01,130.25,59.99,0,0,0.32,-1.985,0.759517388,-0.0204,0.221591685,11.6,10.33,0.33,5.878306878,-11.24977917,2.33,0,11,0,0,0,0,FALSE
1055688,0,,,unknown,FALSE,0,1,453,1402,TRUE,0,A,TRUE,FALSE,13.44,79.5,10,15.75,75.38655811,0,-0.11,-1.869684868,-0.0788,-2.073397016,16.6,3,2.33,2.393636364,-9.20327649,0.67,0,15,0,0,0,0,FALSE
1055705,64,,,no,TRUE,2,2,59,886,TRUE,29.99,D,TRUE,FALSE,96.84,1107.5,38.86,137.25,53.42005442,4.1,-6.67,-1.051714191,-0.7624,4.636728096,345.39,3.67,0,0.946239574,-1.080382043,30.33,0,17,6,0,0,0,FALSE
1055723,28,professional,suburban,no,FALSE,4,1,514,144,TRUE,0,A,FALSE,TRUE,16.23,177.5,10,13.25,0,1.26,-0.15,2.887356,-0.0698,-5.484320184,20.14,8,1.33,1.329685845,-1.161722391,3,0,17,0,0,0,0,FALSE
1055741,48,professional,rural,yes,TRUE,6,2,126,635,TRUE,59.99,D,FALSE,TRUE,120.03,1218.5,59.99,201.5,0,0.29,-7.07,-2.613838394,-1.3358,3.246257023,399.24,49.67,1,0.907692308,-4.462210263,7.33,0,11,8,0,0,0,FALSE
1055786,42,,,yes,FALSE,5,1,406,1420,FALSE,0,C,FALSE,TRUE,69.04,550.25,53.38,63.5,0,0,0.075,2.252233607,-0.057,-6.320624882,97.45,10,0.67,0.903457944,-3.07186481,24.33,0,13,0,0,0,0,FALSE
1055810,0,,,no,FALSE,3,2,455,958,TRUE,149.99,A,FALSE,TRUE,38.96,381.25,44.99,9.25,0,0,-0.145,3.616072844,-0.0206,-0.465741466,67.9,9.67,0,1.544625902,-4.385687811,1,0,17,1.33,0,0,1,FALSE
1055830,38,professional,town,unknown,TRUE,5,2,45,157,TRUE,129.99,G,FALSE,TRUE,32.39,131.5,29.99,6,0,0,-0.77,-2.123432816,-0.048,1.307908346,17.91,14,0,5.365620737,-23.59130353,2.67,0,15,0,0,0,0,FALSE
1055853,68,,,unknown,FALSE,7,2,323,123,FALSE,9.99,B,FALSE,TRUE,10.09,65.5,10,0,71.55058767,0,-0.57,1.645022062,-0.0018,-7.327673072,0,2,0,0.888666667,-18.19592616,0.67,0,11,0,0,0,0,FALSE
1055880,20,,suburban,no,FALSE,1,2,276,1606,TRUE,149.99,C,TRUE,FALSE,74.6,1331.5,84.99,0,0,0,11.79,-0.30757782,0.0318,16.19376548,430.18,46.67,17,1.221168822,13.09374099,15,0,11,2,0,0,0,FALSE
1055892,28,student,town,no,FALSE,6,1,405,124,TRUE,0,B,FALSE,TRUE,103.77,1072,44.99,172,0,0,-5.76,0.044486476,-1.251,-7.033531546,132.89,59.33,4.67,0.900280374,16.75212756,41.67,0,13,1,0,0,0,FALSE
1055915,0,,suburban,unknown,FALSE,0,1,451,1180,TRUE,0,B,TRUE,FALSE,52.63,872.5,44.99,40.25,0,0.8,5.77,-0.602721953,-0.316,-6.24863545,65.1,5.67,0,0.945549397,-5.410511695,16.67,0,15,0.33,0,0,0,FALSE
1055930,52,,suburban,no,FALSE,1,1,451,555,TRUE,0,C,FALSE,TRUE,51.03,896,54.91,2.25,4.679715619,0,6.9,0.56458764,-0.1506,-4.890850085,263.72,49.67,13.33,0.581389264,24.96972875,11,0,15,10.67,0,0,0,FALSE
1055956,54,,,unknown,FALSE,6,3,152,719,TRUE,59.99,C,FALSE,TRUE,34.55,252.25,30,1,0,2.03,3.815,-1.497334207,-0.0598,3.175100087,48.97,18.67,11,0.762473065,-3.867025279,6.33,0,11,0.33,0,0,0,FALSE
1055992,0,,suburban,unknown,FALSE,0,2,102,739,TRUE,9.99,E,TRUE,FALSE,23.99,698.25,10,3.25,0,0,3.255,1.007263681,0.1404,-3.843342293,95.26,8.33,8.33,2.186440678,-8.177262631,12.33,0,17,0,0,0,1,FALSE
1056014,0,,,unknown,FALSE,0,1,405,1192,TRUE,0,E,TRUE,FALSE,92.05,1396.25,84.99,20.75,0,0,-3.425,-0.31626067,-0.3412,-8.547983388,324.71,47.67,12.67,1.067916667,7.522888131,15.67,0,13,5.67,0,0,0,FALSE
1056041,40,,suburban,yes,FALSE,5,1,404,258,TRUE,0,B,FALSE,TRUE,38.92,207.25,39.99,15.5,0,0,-1.885,0.726721233,-0.1186,-1.957590768,29.79,19.67,0,4.980588235,-4.4647497,0.33,0,13,0,0,0,0,FALSE
1056054,0,,,unknown,FALSE,8,5,285,449,TRUE,129.99,C,FALSE,TRUE,29.82,151.25,28.79,0,39.88687778,0,-1.025,0.55558116,0.0462,-1.770482101,15.98,13.67,2.33,1.113516857,-4.429170256,7.67,0,15,0,0,0,0,FALSE
1056071,0,,,unknown,FALSE,0,1,450,299,TRUE,0,E,TRUE,FALSE,80.72,1395,84.99,0,0,0,-0.86,1.371970202,0.005,2.457035441,658.04,45.33,15.33,1.656504613,-8.336943522,9.67,0,15,4.67,0,0,0,FALSE
1056114,48,professional,town,yes,TRUE,7,1,511,1498,TRUE,0,B,FALSE,TRUE,62.82,156,69.99,0,0,2.34,-0.8,-0.573497408,0.0458,-2.742244563,28.55,41,0.67,0.487230769,4.722614299,2.67,1.818560876,17,0,0,0,0,FALSE
1056136,58,self-employed,,yes,TRUE,7,1,450,920,TRUE,0,A,FALSE,TRUE,10,9.75,10,0,0,0,0.125,-0.644609893,0,3.097319292,1.84,0,0,6.970149254,-4.880518509,0.67,0,15,0,0,0,0,FALSE
1056153,46,,rural,unknown,TRUE,2,1,511,52,TRUE,0,C,FALSE,TRUE,39.99,1524.75,39.99,0,0,0,7.965,1.25911905,0,-11.45972255,76.92,46.33,21.33,0.564146811,-0.189721968,13,0,17,24,0,0,0,FALSE
1056166,0,,,unknown,FALSE,0,1,342,1180,TRUE,0,G,TRUE,FALSE,58.44,186.75,59.99,0,100.7982296,4.04,0.065,0.121367483,0.1512,2.398636835,31.19,6.33,0,1.7835,0.812346446,1.67,1.719469131,11,1.33,0,0,0,FALSE
1056224,30,crafts,suburban,yes,FALSE,7,2,122,52,TRUE,149.99,B,FALSE,TRUE,60.19,551.25,59.99,0,0,0.26,-1.765,-0.62651378,-0.204,-1.520031772,76.33,15.67,0.33,1.529528588,14.62382613,35.33,0,11,0,0,0,0,FALSE
1056266,32,crafts,,no,FALSE,8,3,133,872,TRUE,149.99,C,FALSE,TRUE,50.88,877.25,54.39,1,0,0,-0.485,2.613423678,-0.0176,-10.03440376,203.46,112.67,25.33,1.063828429,-6.814793958,32.67,0,17,12,0,0,0,FALSE
1056278,24,,suburban,no,FALSE,1,1,510,959,TRUE,0,C,FALSE,TRUE,60.6,1193.75,49.99,48,0,0.42,3.665,-0.571206255,0.031,3.138540506,167.45,39.33,0.67,0.864902452,15.71035509,18,0,17,7.67,0,0,0,FALSE
1056302,42,crafts,suburban,yes,FALSE,6,1,448,60,TRUE,0,B,FALSE,TRUE,17.13,154.25,10,12.5,0,4,1.415,-1.193134607,-0.1298,5.645958913,0.93,2,0,1.580832527,13.63885737,0.67,0,15,0,0,0,0,FALSE
1056328,50,,suburban,unknown,FALSE,5,1,402,567,TRUE,0,B,FALSE,TRUE,30,154.5,40,0,0,0,-0.53,2.601625026,0,-7.372111476,72.9,23.67,18.33,0.890230516,-3.14672222,0.67,0,13,0,0,0,0,FALSE
1056368,0,,,unknown,FALSE,0,2,307,426,TRUE,129.99,D,TRUE,FALSE,87.12,788.75,59.99,99.75,0,0.96,-5.175,4.885515881,-0.638,5.314109533,256.62,31.67,4.33,1.967691,-3.40326348,6.67,0,15,0.67,0,0,0,FALSE
1056403,26,,s,yes,FALSE,6,1,402,357,TRUE,0,B,FALSE,TRUE,54.23,135.25,59.99,0,0,0,-0.725,-0.657318592,0.0198,1.269233764,10.16,2.67,2,2.302727273,-0.857074771,2.67,0,13,0,0,0,0,FALSE
1056419,0,,,unknown,FALSE,0,2,150,1156,TRUE,59.99,D,TRUE,FALSE,66.92,669.75,67.45,0,0,0.29,16.785,3.601366618,0.5376,7.348670191,64.28,7.33,4,1.236160349,3.690402214,6,0,17,3.67,0,0,0,FALSE
1056455,36,,,yes,FALSE,6,1,447,560,TRUE,0,B,FALSE,TRUE,40.7,456.25,10,91.75,0,0,-1.825,-0.517688441,-0.614,-4.715866903,86.51,19.67,3.67,2.921437031,8.0019086,6,0,15,1,0,0,0,FALSE
1056471,26,student,suburban,no,FALSE,7,2,82,52,TRUE,79.99,B,FALSE,TRUE,47.88,583.75,46.28,4.25,0,0,0.025,-3.07854584,-0.139,2.260370057,171.37,43.33,11.67,0.435831648,3.16321903,17.67,0,11,1.33,0,0,0,FALSE
