customer,age,occupation,regionType,marriageStatus,children,income,numHandsets,handsetAge,smartPhone,currentHandsetPrice,creditRating,homeOwner,creditCard,avgBill,avgMins,avgrecurringCharge,avgOverBundleMins,avgRoamCalls,callMinutesChangePct,billAmountChangePct,avgReceivedMins,avgOutCalls,avgInCalls,peakOffPeakRatio,peakOffPeakRatioChangePct,avgDroppedCalls,lifeTime,lastMonthCustomerCareCalls,numRetentionCalls,numRetentionOffersAccepted,newFrequentNumbers,churn
1047600,0,,town,unknown,FALSE,0,2,684,TRUE,29.99,E,TRUE,FALSE,103.27,443.5,76.07,32.10495708,2.83,5.791205773,7.962176446,33.2,5,0,0.704650695,-13.30332078,0,14,1.33,0,0,0,FALSE
1047616,46,,,unknown,FALSE,7,2,1074,TRUE,29.99,E,FALSE,TRUE,44.59,293.5,29.99,0,0,0.475760513,2.818087166,11.38,1.67,0,1.28,-9.169675656,0,16,0,0,0,0,FALSE
1047636,36,professional,,no,TRUE,6,1,1448,TRUE,0,B,FALSE,TRUE,34.99,182.25,44.99,0,0,3.864746054,1.758001239,9.99,6.67,0,1.999558888,-2.70334132,0,20,0.67,0,0,0,FALSE
1047645,26,,,unknown,FALSE,8,1,1468,TRUE,0,D,FALSE,TRUE,35.93,226,29.99,0,0,-1.395545742,-1.303561796,37.16,10.67,0.33,1.401794872,20.51059479,0,14,0,0,0,0,FALSE
1047665,34,professional,suburban,yes,TRUE,7,4,1105,TRUE,9.99,B,FALSE,TRUE,106.29,1595.75,55.58,0,0.47,0.409471419,-2.617882654,417.05,114,13.67,1.049395691,-14.08984733,0,14,5,0,0,0,FALSE
1047678,0,,town,unknown,FALSE,0,1,838,FALSE,0,B,TRUE,FALSE,50.83,617.25,59.99,0,0.84,-0.452785597,1.348010777,100.59,28.33,3.33,1.608933333,12.98855889,0,20,2.33,0,0,0,FALSE
1047695,26,professional,suburban,yes,FALSE,6,1,1531,TRUE,0,E,FALSE,TRUE,46.01,250.25,37.53,10.70002664,2.47,4.285407407,-2.832358528,90.26,14,2.67,0.51997257,8.367007712,0,16,0,0,0,0,FALSE
1047715,40,,suburban,yes,FALSE,6,1,1487,FALSE,0,E,FALSE,TRUE,26.97,136.25,26.61,67.13745801,0.1,-3.21728473,5.409859517,19.14,4,2.67,1.774653168,10.40333361,0,14,2.67,0,0,0,FALSE
1047752,44,,,yes,TRUE,1,1,814,TRUE,0,C,FALSE,TRUE,61.36,462,39.99,0,0,-2.657405253,2.33715082,202.36,16.67,17.33,0.630158871,3.582839388,0,14,0.33,0,0,0,FALSE
1047772,26,professional,suburban,yes,FALSE,6,1,869,TRUE,0,C,FALSE,TRUE,19.99,9.25,29.99,0,0,-0.306167099,10.46556767,0,0,0,3.191616766,-12.2144695,0,18,0,0,0,0,FALSE
1047800,36,professional,suburban,yes,TRUE,6,2,712,TRUE,9.99,A,FALSE,TRUE,10.59,92.75,10,0,0,0.871621881,-2.995250747,14.41,14.33,7.67,2.826484018,8.794980149,0,14,0,0,0,0,FALSE
1047822,0,,town,unknown,FALSE,0,1,296,TRUE,0,B,TRUE,FALSE,34.99,125.75,44.99,0,0,1.124401419,2.014871639,0,0.33,0,1.400960384,10.42808503,0,20,0,0,0,0,FALSE
1047849,50,student,,no,FALSE,7,1,1016,TRUE,0,E,FALSE,TRUE,33.24,91.75,29.99,52.92915287,0,1.168091271,-3.156723106,5,20,1,1.49,-2.742896768,0,16,0,0,0,0,FALSE
1047860,26,,suburban,no,FALSE,6,1,52,TRUE,0,C,FALSE,TRUE,82.19,805,23.22,54.54779211,0,0.387814813,5.552030201,156.52,42.33,12.67,1.227578359,-5.953125767,0,18,2.67,0,0,0,FALSE
1047897,70,,town,yes,TRUE,1,1,1361,TRUE,0,C,FALSE,TRUE,48.59,331.5,39.99,89.84078821,0,-1.419031237,-7.659127315,0,2.33,0,1.210526316,9.07562848,0,18,14.67,0,0,0,FALSE
1047925,24,,,no,FALSE,5,2,1570,TRUE,149.99,C,FALSE,TRUE,64.64,469.25,59.99,0,0.25,-1.399188528,-3.157872134,125.46,11,1.67,1.828271673,-1.443110592,0,16,0.67,0,0,0,FALSE
1047952,0,,,unknown,TRUE,0,1,761,TRUE,0,B,TRUE,FALSE,36.27,109,44.99,0,0.29,2.434686344,2.163548,0.78,1,0,2.163017032,24.77773444,0,18,1,0,0,0,FALSE
1047971,24,,,no,FALSE,7,3,1013,TRUE,149.99,B,FALSE,TRUE,30.19,3.5,39.99,0,0.2,3.507078857,8.375441984,1.07,0,0,0.503759398,-1.320770583,0,16,0,0,0,0,FALSE
1047984,64,professional,,yes,FALSE,5,1,815,TRUE,0,B,FALSE,TRUE,19.99,5.75,19.99,0,0,0.51617947,4.711790894,0,0,0,1.985074627,8.100151857,0,20,0,0,0,0,FALSE
1048009,0,,,unknown,FALSE,0,3,325,TRUE,149.99,E,TRUE,FALSE,95.14,1213.75,94.99,0,0.39,-2.21449588,6.212428123,400.27,12.33,1,0.955695056,0.201996751,0.304696591,13,11.33,0,0,0,FALSE
1048031,0,,suburban,unknown,FALSE,0,2,161,TRUE,79.99,G,TRUE,FALSE,0,0,0,0,0,1.770853442,-8.78481442,0,0,0,0,-6.987428311,0,15,0,1,0,0,FALSE
1048041,50,,,unknown,FALSE,7,1,741,TRUE,0,B,FALSE,TRUE,60.45,631.25,44.67,0,1.76,-4.679899381,-2.266121662,118.85,42,10,1.168350515,-5.004549831,0.729348216,13,5.67,0,0,0,FALSE
1048057,50,,rural,yes,FALSE,7,1,644,TRUE,0,B,TRUE,FALSE,80.29,163.25,85,0,0,-4.923867164,8.132982851,13.49,12,2.67,1.729375,9.960396795,0,17,0.67,0,0,0,FALSE
1048071,44,self-employed,suburban,unknown,TRUE,5,1,206,TRUE,0,D,FALSE,TRUE,60.42,793,49.99,0,0,-0.13915423,-3.414080224,188.27,13,4.33,1.954895833,-1.880819642,2.511539131,19,3.67,0,0,0,FALSE
1048086,0,,,unknown,FALSE,0,1,979,TRUE,0,E,TRUE,FALSE,96.76,1543.5,84.99,0,0,-1.955793641,-2.38494353,743.63,45,13,1.148148148,-3.975286689,0,13,0.67,0,0,0,FALSE
1048095,26,,town,unknown,TRUE,5,3,52,TRUE,149.99,D,FALSE,TRUE,150.53,941.75,99.47,0,0,0.389235991,-7.411662325,341.26,60.33,15.33,2.891920142,-5.741314339,0,13,1.67,0,0,1,FALSE
1048135,36,professional,,yes,FALSE,7,1,718,TRUE,0,C,FALSE,TRUE,115,831.25,59.99,0,0,-1.001602857,2.398445116,306.89,13,9.67,4.63080451,8.54266543,0,15,0.33,0,0,0,FALSE
1048147,32,,suburban,unknown,FALSE,6,3,1316,TRUE,149.99,E,FALSE,TRUE,66.3,1349,44.99,0,0,1.597886166,2.632681586,588.34,106.67,64.33,0.390578819,3.178230936,0,15,6,0,0,0,FALSE
1048161,54,self-employed,suburban,yes,FALSE,9,1,995,TRUE,0,A,FALSE,TRUE,47.49,359.5,59.99,0,0,-0.698114843,-8.046664209,18.7,36.67,3.67,3.916666667,8.568134367,0,17,0.33,0,0,0,FALSE
1048193,48,,town,no,TRUE,8,2,293,TRUE,59.99,B,FALSE,TRUE,57.45,361.25,29.99,0,0,-1.83005726,-5.885451206,0,0,0,0,2.734607045,0,17,0,0,0,0,FALSE
1048221,44,,,no,FALSE,1,1,666,TRUE,0,E,TRUE,FALSE,40.58,201.5,49.99,0,0.59,-3.366799222,4.885579289,38.44,2.67,0,0.783482833,10.78492513,0,15,0,0,0,0,FALSE
1048251,32,,,unknown,TRUE,3,1,606,TRUE,0,C,FALSE,TRUE,71.97,436,44.99,0,0,1.113368838,-5.629720354,184.76,4,0.33,5.10418311,1.355776826,0,17,0.33,0,0,0,FALSE
1048272,44,professional,town,no,FALSE,7,1,1477,TRUE,0,B,FALSE,t,90.88,606.25,85.19,0,0.59,-0.686499921,-1.803675161,160.2,19,0.33,15.24609844,-11.05277157,2.569742933,17,0,0,0,0,FALSE
1048286,38,crafts,,yes,FALSE,8,1,465,TRUE,0,C,FALSE,TRUE,10,5.75,10,0,0,1.838799153,1.42397915,0,0,0,1.33,3.349212448,0,15,0,0,0,0,FALSE
1048303,0,,suburban,unknown,FALSE,0,6,738,TRUE,129.99,D,TRUE,FALSE,100.82,1389,59.99,0,0,-1.940208265,-0.791482815,411.87,91.33,8,1.067852246,-1.66610273,0,19,4.67,0,0,1,FALSE
1048316,26,,suburban,unknown,FALSE,9,1,975,FALSE,0,B,FALSE,TRUE,46.53,107,19.99,0,0,-1.734119634,-3.772679637,6.56,0.67,0,2.58870256,-11.46533167,0,13,0,0,0,0,FALSE
1048334,36,,suburban,unknown,FALSE,6,1,777,TRUE,0,B,FALSE,TRUE,39.37,1177.75,44.99,0,0,-1.770524533,2.55280371,58.54,37,5,0.602150538,-12.38792725,0,19,0,0,0,0,FALSE
1048369,60,professional,town,yes,FALSE,9,3,782,TRUE,59.99,B,FALSE,TRUE,10,114.75,10,0,0,1.293899713,1.16260396,0,0,0,0,2.648126539,0,19,0,0,0,0,FALSE
1048391,48,,,unknown,FALSE,6,1,1737,TRUE,0,B,TRUE,TRUE,33.24,5.75,29.99,0,0,-0.122093482,0.629674069,0,0,0,0,-10.65001705,0,15,0,0,0,0,FALSE
1048426,0,,,no,FALSE,6,4,751,TRUE,129.99,B,TRUE,TRUE,96.61,642,99.99,42.72031612,2.79,1.446642961,2.834267742,81.41,16.33,2,2.252297297,-1.112105916,0,19,1.33,0,0,0,FALSE
1048435,38,,,no,FALSE,3,1,660,TRUE,0,B,FALSE,TRUE,41.51,217.25,39.99,0,0,-0.080213727,2.671880609,32.14,1.33,0,3.063805545,6.257470684,0,13,0,0,0,0,FALSE
1048454,54,professional,,unknown,TRUE,6,4,1512,TRUE,9.99,B,FALSE,TRUE,54.79,481.5,39.99,0,0,1.357511012,-5.31385092,97.89,31.33,5.33,2.53400452,1.024599092,3.480555622,19,2.33,0,0,0,FALSE
1048478,38,,,no,FALSE,3,1,657,TRUE,0,E,TRUE,TRUE,20.63,15.75,19.99,60.08621721,0,-2.13059498,3.842224174,0.3,0.67,0,5.766917293,-7.946553294,0,17,0,1,1,0,FALSE
1048505,34,,,unknown,FALSE,6,1,777,TRUE,0,B,TRUE,TRUE,10.25,231,10,0,0,-1.029207545,-7.494267512,54.71,11,8,1.869253342,11.28009202,0,17,0,0,0,0,FALSE
1048517,0,,town,unknown,FALSE,0,1,479,TRUE,0,C,TRUE,FALSE,41.01,263.75,37.49,0,0.52,4.350411166,-11.04151477,0.72,0,0,1.428265525,-0.852904981,0,19,0,0,0,0,FALSE
1048554,42,self-employed,,unknown,TRUE,6,2,861,TRUE,29.99,D,FALSE,TRUE,55.21,1253.75,59.99,0,0,0.03841486,0.556374132,44.48,4,1.33,0.712278648,-1.679340009,0,13,6.67,0,0,0,FALSE
1048576,44,crafts,suburban,yes,TRUE,5,2,757,TRUE,79.99,D,FALSE,TRUE,17.49,161.75,10,38.07796502,0,-5.625735937,-0.400237554,17.62,11.33,3.67,1,15.65653318,0,17,1,0,0,0,FALSE
1048602,58,professional,rural,yes,TRUE,7,1,1170,TRUE,0,B,FALSE,TRUE,10,163.25,10,0,0,-0.939806183,1.566197324,6.13,7.33,1.67,3.585537919,10.1824057,0,15,0,0,0,0,FALSE
1048619,34,,,yes,FALSE,9,1,585,TRUE,0,B,FALSE,TRUE,18.16,282.25,12.5,47.94629881,1.45,3.795268251,-3.0380704,45.27,3,1.67,2.868928571,8.20631628,0,15,0.33,0,0,0,FALSE
1048641,32,,suburban,no,FALSE,7,1,411,TRUE,0,D,FALSE,TRUE,109.94,842,49.99,0,1.1,-1.551203739,-0.84140044,196.82,53.67,11,2.088181818,0.503430201,0,13,3.33,0,0,0,FALSE
1048681,50,,town,no,FALSE,1,3,594,TRUE,39.99,C,FALSE,TRUE,256.12,2726.75,67.7,0,0,-1.510031402,-2.271666618,946.87,105.33,15.33,0.779772605,-4.409658475,1.522019878,17,10,0,0,3,FALSE
1048705,0,,,unknown,FALSE,0,1,874,TRUE,0,D,TRUE,FALSE,171.29,1406.25,149.99,0,19.32,-1.271966563,5.121894817,474.3,39,7.67,24.43135784,3.488955612,2.83598979,13,4,0,0,0,FALSE
1048740,32,professional,suburban,no,FALSE,3,1,796,TRUE,0,D,FALSE,no,33.21,71,29.99,0,0,-2.142138499,-5.975700131,0.45,3.33,0.33,1.778333333,-3.122496575,0,19,0,0,0,0,FALSE
1048768,0,,,unknown,FALSE,0,5,496,TRUE,199.99,D,TRUE,FALSE,62.24,611.25,58.79,0,0,0.426847455,-10.17733022,142.12,10,51.33,1.051885246,-19.16741459,1.566631223,17,5,0,0,0,FALSE
1048793,30,,,yes,TRUE,2,1,890,TRUE,0,D,FALSE,TRUE,211.3,1746.25,78.95,46.70374929,0,1.846616711,4.89897886,480.26,29.33,8.33,1.57978696,14.01544569,0,13,6,0,0,0,FALSE
1048807,38,,suburban,unknown,FALSE,5,3,1247,TRUE,149.99,E,FALSE,TRUE,169.96,751,29.67,0,0,-0.237502415,-3.023899417,210.72,54.33,25,1.16711334,8.623966079,0,13,1,0,0,3,FALSE
1048816,48,professional,town,yes,TRUE,9,1,585,TRUE,0,A,FALSE,TRUE,11.8,118,10,0,1.8,-0.135334031,-8.850328265,17.52,8.33,2,2.359230769,-0.145850352,0,15,0,0,0,0,FALSE
1048846,34,professional,s,yes,FALSE,5,3,898,TRUE,99.99,B,FALSE,TRUE,51.01,387.25,49.99,0,0,-0.483948351,-2.649248121,66.44,8.33,0.67,10.20757695,11.93067375,0,13,0.33,0,0,0,FALSE
1048867,54,professional,suburban,unknown,TRUE,9,1,408,TRUE,0,B,FALSE,TRUE,56.12,233.25,64.91,0,0,0.811428202,4.072772527,54.26,14,7,1.934465061,-3.546938244,0,13,0.67,0,0,0,FALSE
1048900,0,,,unknown,FALSE,0,1,789,TRUE,0,E,TRUE,FALSE,60.88,1126.5,59.99,0,1.76,1.842716703,-1.710991875,163.55,63.67,5,1.128940192,2.100137414,0,13,1.67,0,0,3,FALSE
1048914,34,professional,town,yes,TRUE,7,1,995,FALSE,0,C,FALSE,TRUE,31.97,170.75,39.99,0,0,0.14922827,1.546863485,24.12,3.33,0.33,2.102625298,12.8444361,0,15,0,0,0,0,FALSE
1048925,0,,suburban,unknown,FALSE,8,2,136,TRUE,79.99,E,FALSE,TRUE,50.85,369.75,49.99,0,0.2,3.907283629,7.523204244,100.87,4.33,1.33,1.67459613,2.07586959,0,19,1.67,0,0,0,FALSE
1048937,28,professional,suburban,no,FALSE,4,1,1494,TRUE,0,B,FALSE,TRUE,92.02,481.5,49.99,0,0,-0.694452947,-2.31022935,89.55,22.33,3.33,11.60636364,1.436175818,0,17,0,0,0,0,FALSE
1048946,44,professional,town,yes,TRUE,9,1,962,TRUE,0,B,FALSE,TRUE,69.03,513.25,59.99,0,0.39,0.059457808,7.911575227,42.91,35.33,3.67,2.812727782,-1.507145434,0,13,0,0,0,0,FALSE
1048985,0,,,unknown,FALSE,0,1,1352,TRUE,0,B,TRUE,FALSE,48.81,301.75,39.99,59.13089415,0,-0.024250611,5.208947281,41.84,21,11.33,5.178764247,-8.988857697,0,15,0.67,0,0,2,FALSE
1049012,0,,,unknown,FALSE,0,1,1691,TRUE,0,B,TRUE,FALSE,57.2,1026.25,60.11,0,0,-1.122413307,-6.732637242,264.69,83.33,16,0.987537313,14.95284951,0,15,1,0,0,0,FALSE
1049050,0,,,unknown,FALSE,0,7,564,TRUE,149.99,E,TRUE,FALSE,167.59,2906.5,159.99,0,1.23,-0.019814922,-1.78816487,1353.14,141.33,283.67,1.226248374,1.954294814,0,17,2,0,0,0,FALSE
1049063,20,,t,no,FALSE,6,3,739,TRUE,149.99,E,TRUE,FALSE,56.4,307,29.99,0,0.48,0.879987628,-2.783954437,5.47,14.33,3.67,2.105146827,9.184439106,0,13,1.33,0,0,0,FALSE
1049087,48,crafts,rural,yes,FALSE,5,1,846,TRUE,0,B,FALSE,TRUE,152.21,658,48.94,0,0,1.034883206,1.431312844,130.84,5.33,3.33,2.495118155,10.99523087,0,15,1,0,0,0,FALSE
1049123,52,,,yes,FALSE,6,2,886,TRUE,149.99,E,FALSE,TRUE,35.52,64.25,31.98,0,0,5.265836593,-2.529123282,12.93,6,2,1.0665,2.39323876,0,13,0,0,0,0,FALSE
1049156,64,,,yes,FALSE,5,3,1095,TRUE,199.99,C,FALSE,TRUE,81.29,786.5,85.19,0,0,2.641771464,0.707263253,72.96,22,10.67,11.7873982,-8.177259179,0,17,0,0,0,0,FALSE
1049178,44,,,no,FALSE,6,3,475,TRUE,99.99,E,TRUE,FALSE,68.17,414.25,39.99,0,0,0.546784847,3.30002974,165.87,5,11.67,1.753117658,27.49262147,0,13,0.33,0,0,2,FALSE
1049209,56,,suburban,no,FALSE,6,2,322,TRUE,79.99,B,FALSE,TRUE,35.99,122.75,35.99,0,0,0.044388333,-9.678134662,3.72,15,0,4.000697837,-6.575896286,0,17,2,3,3,0,FALSE
1049232,0,,,unknown,FALSE,9,1,1182,TRUE,0,B,FALSE,TRUE,127.12,953.25,49.99,0,0,-0.822239365,-1.630176672,229.7,89.67,33,2.818607595,16.27574932,0,17,0,0,0,0,FALSE
1049251,52,,suburban,yes,TRUE,8,1,513,TRUE,0,D,FALSE,TRUE,74.36,987,67.49,0,0,-2.118533484,-6.874448541,248.4,91.33,27,1.1836522,22.67063621,0,17,6.33,0,0,0,FALSE
1049275,52,professional,suburban,yes,TRUE,7,1,599,TRUE,0,B,FALSE,TRUE,85.43,175.75,57.41,0,0,-1.273694809,5.918910724,16.09,4.67,3.33,2.544031311,-1.466419412,0,13,0,0,0,0,FALSE
1049307,52,professional,suburban,yes,TRUE,9,1,360,TRUE,0,B,FALSE,t,110.09,431.5,39.99,0,10.15,-2.728905572,-8.442955229,9.26,23,1.67,1.251777778,-11.14998912,0,15,0,0,0,0,FALSE
1049364,68,professional,suburban,yes,FALSE,6,1,933,TRUE,0,B,FALSE,TRUE,54.93,415,59.99,44.37655164,0,0.42080669,-3.647931454,65.12,12.67,2.67,3.672044366,2.476505004,1.088263235,13,0,0,0,0,FALSE
1049376,48,,,unknown,FALSE,5,1,590,TRUE,0,D,FALSE,TRUE,43.69,826.25,44.99,0,0,2.122424037,6.031349312,67.09,26,5.33,0.503448276,-0.175779487,0,15,25.33,0,0,0,FALSE
1049390,54,,suburban,unknown,FALSE,7,3,985,TRUE,29.99,B,FALSE,TRUE,34.99,365,44.99,0,0,2.423897844,4.117483573,117.51,35.33,30.67,1.540189315,2.542200596,0,15,1.33,0,0,0,FALSE
1049405,0,,,unknown,FALSE,1,4,1327,TRUE,99.99,E,TRUE,FALSE,96.37,1276.5,84.99,0,6.74,1.857577154,-3.269496674,311.46,99.33,20.33,1.222715517,-2.750671834,0,19,0,0,0,0,FALSE
1049427,46,clerical,unknown,yes,TRUE,2,1,887,TRUE,0,B,FALSE,TRUE,29.2,27.75,39.99,0,0.16,1.808569858,1.225163942,1.74,0.67,0,0.268471105,0.194016222,0,13,0,0,0,0,FALSE
1049436,0,,,unknown,FALSE,0,3,1429,FALSE,79.99,F,TRUE,FALSE,40.48,499,44.99,0,0,-2.494335183,1.649684674,26.09,25.67,0.67,0.374493224,-16.18420317,0,13,0,0,0,0,FALSE
1049454,22,,,no,FALSE,0,1,828,TRUE,0,G,TRUE,FALSE,31.24,193.5,39.99,0,0,1.517040113,1.974749085,17.59,13,1.67,2.154626109,-7.398294811,0,17,2,0,0,0,FALSE
1049474,0,,,unknown,FALSE,0,2,910,TRUE,149.99,D,TRUE,FALSE,86.23,816.25,49.99,0,0,-1.121450504,1.775804055,162.61,31.33,0,1.720581385,5.358907044,0,17,0,0,0,0,FALSE
1049492,30,,town,no,FALSE,0,1,596,TRUE,0,B,TRUE,FALSE,52.4,470.25,47.49,0,0,-0.039800274,-2.584479438,115.71,25,3.33,1.527062639,5.921757827,0,15,0,0,0,0,FALSE
1049512,44,,,yes,FALSE,2,5,791,TRUE,9.99,E,FALSE,FALSE,13.15,278,10,0,0,0.231390587,3.918322352,70.56,9,16.33,2.97044335,6.221452873,0,13,0,0,0,0,FALSE
1049526,0,,suburban,unknown,FALSE,0,3,1055,TRUE,99.99,D,TRUE,FALSE,57.17,1012.75,59.99,0,0,1.163127808,-2.716307008,0,0,0,0,-10.24902632,0,17,0,0,0,0,FALSE
1049551,70,professional,suburban,yes,FALSE,4,1,1247,TRUE,0,C,FALSE,FALSE,51.67,331.25,29.99,0,0,0.83586254,-8.865674444,36.3,3.67,0.67,3.469545455,1.072297008,0,17,4.33,0,0,0,FALSE
1049591,52,,,yes,TRUE,5,1,870,TRUE,0,B,FALSE,TRUE,54.4,512.25,59.99,0,0,0.74736725,-6.897040776,9.51,5,2.33,2.181818182,-7.609639745,0,13,0,0,0,1,FALSE
1049603,28,,suburban,yes,TRUE,5,2,1132,TRUE,29.99,C,FALSE,TRUE,63.31,322.5,29.99,0,1,1.103836069,5.855969281,58.86,11.67,0.33,2.249824232,8.414494733,0,15,0,0,0,0,FALSE
1049624,0,,,unknown,FALSE,0,4,254,TRUE,99.99,E,TRUE,FALSE,198.35,3450.75,129.99,0,0,2.021579982,9.392807168,1054.66,71.33,91.33,1.122316284,-7.298193196,0,17,43.67,0,0,0,FALSE
1049650,0,,suburban,unknown,FALSE,0,2,999,FALSE,29.99,A,TRUE,FALSE,34.61,263,29.99,0,0.45,3.023696085,-3.263474153,54.81,18,16.67,1.666551724,-2.54092556,0,17,0,0,0,0,FALSE
1049672,44,,town,unknown,FALSE,6,1,904,TRUE,0,B,FALSE,TRUE,64.36,524.5,10,0,0.2,1.91550044,-1.511679786,110.73,11.33,8.67,2.786410256,0.763199055,0,13,1,0,0,0,FALSE
1049677,28,,town,no,FALSE,3,1,668,TRUE,0,B,FALSE,TRUE,34.19,145.75,29.99,0,0.1,3.402025955,2.658307588,5.16,0,0,0.304347826,7.696387703,0,13,1,0,0,0,FALSE
1049684,60,,suburban,yes,FALSE,4,1,678,TRUE,0,B,FALSE,TRUE,39.99,26.25,39.99,0,0,-2.552194488,1.035088063,0.54,0,0,1.385681293,16.74822453,0,15,0,0,0,0,FALSE
1049701,52,,,yes,FALSE,9,1,528,TRUE,0,B,FALSE,TRUE,33.49,480,44.99,0,0,0.453452703,-7.559612834,25.93,8.33,4,0.763548387,4.220852663,1.687652455,19,2,0,0,0,FALSE
1049741,0,,,unknown,FALSE,1,2,373,TRUE,149.99,E,TRUE,FALSE,38.13,493.25,44.99,0,0,1.603576919,2.16032911,143.28,44,1.33,0.801313131,-4.737581402,0,15,0,0,0,0,FALSE
1049760,38,,town,yes,TRUE,7,1,755,TRUE,0,E,FALSE,TRUE,57.73,255.75,49.99,0,0,-0.876763994,-7.292851853,18.3,11.33,0,1.579198206,-3.45794579,0,13,2.33,0,0,3,FALSE
1049768,32,,,unknown,FALSE,0,1,671,TRUE,0,B,TRUE,TRUE,30.3,153.25,39.99,0,0,4.817618476,4.320376651,71.86,9.33,12.67,0.283209832,-13.74996877,0,13,0,0,0,0,FALSE
1049796,0,,,unknown,FALSE,0,1,738,TRUE,0,D,TRUE,f,33.62,250.25,39.99,0,0,2.93264437,5.833302364,42.12,26,13.33,1.935865676,3.152043964,0,17,0,0,0,0,FALSE
1049816,32,,suburban,unknown,FALSE,6,1,613,TRUE,0,B,FALSE,TRUE,6.62,426.5,6.13,0,0.49,2.532175925,8.518316646,118.07,26.33,10.67,1.04207784,-5.705428434,0,15,0.33,0,0,0,FALSE
1049841,30,,,no,FALSE,8,2,139,TRUE,149.99,B,FALSE,TRUE,37.49,676.75,44.99,0,0,2.44425984,2.78333997,149.65,30,8.33,0.670067768,11.95883326,0,15,1,1,0,3,FALSE
1049856,0,,,no,FALSE,7,3,870,TRUE,129.99,D,FALSE,TRUE,43.99,795,39.99,0,0,-1.943872609,-4.318470236,153.52,38.67,6,1.201428571,2.735463546,0,19,8,0,0,0,FALSE
1049906,0,,suburban,unknown,FALSE,0,1,1085,FALSE,0,B,TRUE,FALSE,20.99,145.75,10,0,0,-0.411525856,-0.931287021,6.49,4.33,0.67,0.526066351,-12.25728539,0,13,0,0,0,0,FALSE
1049922,48,,rural,yes,FALSE,4,2,507,TRUE,149.99,B,TRUE,FALSE,49.99,187,59.99,0,0,0.837424466,-4.768685896,0,1.67,0,2.674808095,-14.74379689,0,19,0,0,0,0,FALSE
1049941,42,,suburban,unknown,TRUE,8,2,516,TRUE,29.99,D,FALSE,TRUE,32.05,159.75,29.99,0,0,0.081488765,-10.95365108,43.73,9.67,2,2.431453699,19.50297862,0,15,0,0,0,0,FALSE
1049956,0,,,unknown,FALSE,0,1,979,TRUE,0,B,TRUE,FALSE,30.43,160.25,29.99,0,0,-0.228021073,0.353143278,6.46,1.67,0.33,2.819918145,-5.32298826,0,15,0,0,0,0,FALSE
1049976,28,,town,no,TRUE,6,1,1663,TRUE,0,E,FALSE,TRUE,74.8,547.75,44.99,0,8.41,0.176694094,-1.362606984,72.02,35.67,7,1.558139535,1.382024661,0,19,1.67,0,0,0,FALSE
1050000,42,professional,,yes,TRUE,6,5,1249,TRUE,29.99,A,FALSE,TRUE,52.35,367.75,59.99,0,0.49,-0.530431387,-2.250223895,139.26,35.67,2.67,5.514015002,-11.69143457,0,19,0.67,0,0,0,FALSE
1050031,44,professional,suburban,no,TRUE,5,2,869,TRUE,9.99,A,FALSE,TRUE,69.02,374.75,29.99,0,2.44,2.09132959,-8.075989821,67.71,30.33,18,2.519636866,1.043433205,0,19,0,0,0,0,FALSE
1050059,38,,suburban,no,FALSE,4,4,717,TRUE,129.99,C,FALSE,TRUE,94.13,890.75,49.99,0,0,0.694602739,0.799894025,196.31,52.67,21.33,3.323861836,15.87196576,0,19,2.67,0,0,3,FALSE
1050081,24,professional,,no,FALSE,5,2,873,TRUE,79.99,B,FALSE,TRUE,49.15,545.75,49.99,0,0,2.79710272,4.612178408,117.1,15,1.33,1.19265625,1.506806537,0,15,2.67,0,0,0,FALSE
1050132,70,retired,,yes,FALSE,9,2,597,TRUE,149.99,B,FALSE,TRUE,50.94,504.5,69.99,0,0,-0.337918038,1.625144766,0,0,0,1.493125,3.390472733,0,17,1.33,0,0,0,FALSE
1050144,20,,suburban,unknown,FALSE,0,2,605,TRUE,149.99,G,TRUE,FALSE,116.52,640.25,63.86,0,0,-0.169279379,-4.303686895,166.32,24.67,1.33,1.570480769,-4.22877904,0,13,3,0,0,0,FALSE
1050166,44,,,no,TRUE,2,1,402,TRUE,0,E,FALSE,TRUE,61.35,878.5,45,0,0,1.039602386,-7.499372947,204.63,51,18,0.945118677,-12.64580072,0,17,1.33,0,0,0,FALSE
1050182,50,,town,unknown,TRUE,7,1,734,TRUE,0,C,FALSE,TRUE,36.89,515.5,44.99,0,1.59,0.892390644,3.377658304,123.62,45.33,17,0.7649533,22.91857235,0,13,3.67,0,0,0,FALSE
1050196,0,,,unknown,FALSE,0,1,685,TRUE,0,E,TRUE,FALSE,73.93,513.75,71.94,40.23658802,0,2.511251833,0.264172016,180.18,14.67,1.67,1.234390699,5.316505371,0,13,0.67,0,0,0,FALSE
1050233,46,professional,t,yes,TRUE,8,1,923,TRUE,0,B,FALSE,TRUE,61.72,478.75,69.99,0,1.18,-0.472362935,1.49449118,65.88,16.33,6.67,2.165182987,-5.187250537,2.299410815,15,0,0,0,0,FALSE
1050248,0,,unknown,unknown,FALSE,0,2,525,TRUE,59.99,E,TRUE,FALSE,59.14,985.25,67.17,0,0,2.019166812,-5.240491717,266.21,82.67,0.33,1.016380368,11.40928701,2.078397703,13,9.67,0,0,0,FALSE
