day,datetime,participant1,participant2
1,2010-12-07 20:01:03.360,1157,1159
1,2010-12-07 20:01:03.360,1098,1144
1,2010-12-07 20:01:03.360,1159,1365
1,2010-12-07 20:01:03.360,1513,1518
1,2010-12-07 20:01:03.360,1518,1590
1,2010-12-07 20:01:03.360,1513,1590
1,2010-12-07 20:01:03.360,1114,1295
1,2010-12-07 20:02:23.880,1114,1207
1,2010-12-07 20:02:23.880,1159,1365
1,2010-12-07 20:02:23.880,1114,1518
1,2010-12-07 20:02:23.880,1513,1518
1,2010-12-07 20:02:23.880,1518,1590
1,2010-12-07 20:02:23.880,1144,1295
1,2010-12-07 20:02:23.880,1513,1590
1,2010-12-07 20:02:23.880,1114,1144
1,2010-12-07 20:03:44.400,1513,1590
1,2010-12-07 20:03:44.400,1159,1260
1,2010-12-07 20:03:44.400,1114,1393
1,2010-12-07 20:03:44.400,1114,1144
1,2010-12-07 20:03:44.400,1148,1377
1,2010-12-07 20:03:44.400,1207,1295
1,2010-12-07 20:03:44.400,1157,1260
1,2010-12-07 20:03:44.400,1513,1518
1,2010-12-07 20:03:44.400,1518,1590
1,2010-12-07 20:05:04.920,1260,1518
1,2010-12-07 20:05:04.920,1157,1590
1,2010-12-07 20:05:04.920,1109,1164
1,2010-12-07 20:05:04.920,1157,1518
1,2010-12-07 20:05:04.920,1144,1295
1,2010-12-07 20:05:04.920,1260,1590
1,2010-12-07 20:05:04.920,1513,1590
1,2010-12-07 20:05:04.920,1365,1590
1,2010-12-07 20:05:04.920,1365,1518
1,2010-12-07 20:05:04.920,1157,1159
1,2010-12-07 20:05:04.920,1159,1518
1,2010-12-07 20:05:04.920,1157,1260
1,2010-12-07 20:05:04.920,1114,1144
1,2010-12-07 20:06:25.440,1114,1144
1,2010-12-07 20:06:25.440,1363,1513
1,2010-12-07 20:06:25.440,1363,1590
1,2010-12-07 20:06:25.440,1144,1295
1,2010-12-07 20:06:25.440,1513,1590
1,2010-12-07 20:06:25.440,1109,1164
1,2010-12-07 20:06:25.440,1114,1295
1,2010-12-07 20:06:25.440,1164,1207
1,2010-12-07 20:06:25.440,1374,1513
1,2010-12-07 20:07:45.960,1114,1295
1,2010-12-07 20:07:45.960,1513,1590
1,2010-12-07 20:07:45.960,1144,1295
1,2010-12-07 20:07:45.960,1114,1393
1,2010-12-07 20:07:45.960,1157,1260
1,2010-12-07 20:07:45.960,1148,1377
1,2010-12-07 20:07:45.960,1114,1144
1,2010-12-07 20:07:45.960,1191,1590
1,2010-12-07 20:07:45.960,1164,1207
1,2010-12-07 20:09:06.480,1114,1144
1,2010-12-07 20:09:06.480,1159,1164
1,2010-12-07 20:09:06.480,1144,1393
1,2010-12-07 20:09:06.480,1157,1260
1,2010-12-07 20:09:06.480,1144,1295
1,2010-12-07 20:09:06.480,1114,1295
1,2010-12-07 20:10:27.000,1518,1590
1,2010-12-07 20:10:27.000,1114,1144
1,2010-12-07 20:10:27.000,1320,1518
1,2010-12-07 20:10:27.000,1144,1393
1,2010-12-07 20:10:27.000,1191,1260
1,2010-12-07 20:10:27.000,1374,1513
1,2010-12-07 20:10:27.000,1144,1295
1,2010-12-07 20:10:27.000,1114,1295
1,2010-12-07 20:11:47.520,1114,1144
1,2010-12-07 20:11:47.520,1374,1513
1,2010-12-07 20:11:47.520,1374,1590
1,2010-12-07 20:11:47.520,1513,1590
1,2010-12-07 20:11:47.520,1148,1377
1,2010-12-07 20:11:47.520,1159,1207
1,2010-12-07 20:11:47.520,1157,1191
1,2010-12-07 20:11:47.520,1191,1260
1,2010-12-07 20:11:47.520,1144,1295
1,2010-12-07 20:11:47.520,1114,1295
1,2010-12-07 20:13:08.040,1148,1377
1,2010-12-07 20:13:08.040,1207,1210
1,2010-12-07 20:13:08.040,1157,1260
1,2010-12-07 20:13:08.040,1191,1260
1,2010-12-07 20:13:08.040,1115,1207
1,2010-12-07 20:13:08.040,1157,1191
1,2010-12-07 20:13:08.040,1114,1295
1,2010-12-07 20:14:28.560,1157,1260
1,2010-12-07 20:14:28.560,1115,1207
1,2010-12-07 20:14:28.560,1513,1590
1,2010-12-07 20:14:28.560,1168,1191
1,2010-12-07 20:14:28.560,1148,1377
1,2010-12-07 20:15:49.080,1157,1260
1,2010-12-07 20:15:49.080,1320,1518
1,2010-12-07 20:15:49.080,1115,1207
1,2010-12-07 20:17:09.600,1144,1157
1,2010-12-07 20:17:09.600,1159,1590
1,2010-12-07 20:17:09.600,1115,1207
1,2010-12-07 20:17:09.600,1513,1590
1,2010-12-07 20:17:09.600,1114,1295
1,2010-12-07 20:17:09.600,1157,1365
1,2010-12-07 20:18:30.120,1114,1295
1,2010-12-07 20:18:30.120,1144,1157
1,2010-12-07 20:18:30.120,1157,1260
1,2010-12-07 20:18:30.120,1157,1365
1,2010-12-07 20:18:30.120,1108,1207
1,2010-12-07 20:19:50.640,1148,1377
1,2010-12-07 20:19:50.640,1157,1260
1,2010-12-07 20:19:50.640,1513,1590
1,2010-12-07 20:19:50.640,1114,1295
1,2010-12-07 20:19:50.640,1320,1518
1,2010-12-07 20:21:11.160,1157,1260
1,2010-12-07 20:21:11.160,1114,1295
1,2010-12-07 20:21:11.160,1320,1518
1,2010-12-07 20:21:11.160,1115,1207
1,2010-12-07 20:21:11.160,1513,1590
1,2010-12-07 20:22:31.680,1157,1260
1,2010-12-07 20:22:31.680,1115,1207
1,2010-12-07 20:22:31.680,1114,1295
1,2010-12-07 20:22:31.680,1513,1590
1,2010-12-07 20:23:52.200,1157,1260
1,2010-12-07 20:23:52.200,1115,1207
1,2010-12-07 20:23:52.200,1513,1590
1,2010-12-07 20:23:52.200,1114,1295
1,2010-12-07 20:25:12.720,1157,1260
1,2010-12-07 20:25:12.720,1181,1391
1,2010-12-07 20:25:12.720,1115,1207
1,2010-12-07 20:25:12.720,1513,1590
1,2010-12-07 20:25:12.720,1114,1295
1,2010-12-07 20:26:33.240,1100,1108
1,2010-12-07 20:26:33.240,1108,1207
1,2010-12-07 20:26:33.240,1181,1391
1,2010-12-07 20:26:33.240,1114,1295
1,2010-12-07 20:27:53.760,1108,1115
1,2010-12-07 20:27:53.760,1157,1260
1,2010-12-07 20:27:53.760,1320,1518
1,2010-12-07 20:27:53.760,1115,1207
1,2010-12-07 20:27:53.760,1114,1295
1,2010-12-07 20:29:14.280,1157,1260
1,2010-12-07 20:29:14.280,1115,1207
1,2010-12-07 20:29:14.280,1513,1590
1,2010-12-07 20:29:14.280,1114,1295
1,2010-12-07 20:30:34.800,1115,1207
1,2010-12-07 20:30:34.800,1513,1590
1,2010-12-07 20:30:34.800,1109,1518
1,2010-12-07 20:30:34.800,1109,1365
1,2010-12-07 20:30:34.800,1191,1518
1,2010-12-07 20:30:34.800,1365,1518
1,2010-12-07 20:30:34.800,1157,1260
1,2010-12-07 20:30:34.800,1114,1295
1,2010-12-07 20:31:55.320,1115,1207
1,2010-12-07 20:31:55.320,1365,1518
1,2010-12-07 20:31:55.320,1114,1295
1,2010-12-07 20:31:55.320,1109,1518
1,2010-12-07 20:31:55.320,1157,1260
1,2010-12-07 20:33:15.840,1109,1518
1,2010-12-07 20:33:15.840,1157,1260
1,2010-12-07 20:33:15.840,1157,1191
1,2010-12-07 20:33:15.840,1245,1518
1,2010-12-07 20:33:15.840,1513,1590
1,2010-12-07 20:33:15.840,1157,1365
1,2010-12-07 20:33:15.840,1109,1365
1,2010-12-07 20:34:36.360,1164,1260
1,2010-12-07 20:34:36.360,1148,1377
1,2010-12-07 20:34:36.360,1181,1391
1,2010-12-07 20:34:36.360,1157,1191
1,2010-12-07 20:34:36.360,1518,1590
1,2010-12-07 20:34:36.360,1513,1590
1,2010-12-07 20:34:36.360,1114,1295
1,2010-12-07 20:34:36.360,1098,1518
1,2010-12-07 20:34:36.360,1157,1260
1,2010-12-07 20:35:56.880,1513,1590
1,2010-12-07 20:35:56.880,1114,1393
1,2010-12-07 20:35:56.880,1157,1260
1,2010-12-07 20:35:56.880,1181,1391
1,2010-12-07 20:35:56.880,1115,1207
1,2010-12-07 20:35:56.880,1114,1295
1,2010-12-07 20:35:56.880,1157,1191
1,2010-12-07 20:37:17.400,1114,1295
1,2010-12-07 20:37:17.400,1157,1260
1,2010-12-07 20:37:17.400,1115,1207
1,2010-12-07 20:37:17.400,1157,1191
1,2010-12-07 20:37:17.400,1245,1518
1,2010-12-07 20:37:17.400,1164,1245
1,2010-12-07 20:37:17.400,1513,1590
1,2010-12-07 20:37:17.400,1164,1518
1,2010-12-07 20:38:37.920,1100,1108
1,2010-12-07 20:38:37.920,1518,1590
1,2010-12-07 20:38:37.920,1164,1245
1,2010-12-07 20:38:37.920,1513,1518
1,2010-12-07 20:38:37.920,1115,1207
1,2010-12-07 20:39:58.440,1148,1377
1,2010-12-07 20:39:58.440,1100,1108
1,2010-12-07 20:39:58.440,1157,1260
1,2010-12-07 20:39:58.440,1181,1391
1,2010-12-07 20:39:58.440,1115,1207
1,2010-12-07 20:39:58.440,1518,1590
1,2010-12-07 20:39:58.440,1164,1245
1,2010-12-07 20:39:58.440,1513,1518
1,2010-12-07 20:41:18.960,1181,1391
1,2010-12-07 20:41:18.960,1115,1207
1,2010-12-07 20:41:18.960,1518,1590
1,2010-12-07 20:41:18.960,1164,1245
1,2010-12-07 20:41:18.960,1098,1164
1,2010-12-07 20:42:39.480,1181,1391
1,2010-12-07 20:42:39.480,1098,1114
1,2010-12-07 20:42:39.480,1115,1207
1,2010-12-07 20:42:39.480,1114,1164
1,2010-12-07 20:42:39.480,1518,1590
1,2010-12-07 20:42:39.480,1098,1164
1,2010-12-07 20:42:39.480,1114,1245
1,2010-12-07 20:44:00.000,1115,1207
1,2010-12-07 20:44:00.000,1157,1260
1,2010-12-07 20:44:00.000,1181,1391
1,2010-12-07 20:44:00.000,1513,1518
1,2010-12-07 20:44:00.000,1114,1164
1,2010-12-07 20:44:00.000,1518,1590
1,2010-12-07 20:44:00.000,1098,1164
1,2010-12-07 20:44:00.000,1114,1295
1,2010-12-07 20:45:20.520,1513,1518
1,2010-12-07 20:45:20.520,1109,1207
1,2010-12-07 20:45:20.520,1108,1395
1,2010-12-07 20:45:20.520,1114,1295
1,2010-12-07 20:45:20.520,1098,1164
1,2010-12-07 20:45:20.520,1518,1590
1,2010-12-07 20:45:20.520,1157,1260
1,2010-12-07 20:45:20.520,1115,1207
1,2010-12-07 20:45:20.520,1181,1391
1,2010-12-07 20:46:41.040,1114,1295
1,2010-12-07 20:46:41.040,1100,1395
1,2010-12-07 20:46:41.040,1148,1377
1,2010-12-07 20:46:41.040,1100,1108
1,2010-12-07 20:46:41.040,1157,1260
1,2010-12-07 20:46:41.040,1181,1391
1,2010-12-07 20:46:41.040,1513,1518
1,2010-12-07 20:46:41.040,1518,1590
1,2010-12-07 20:46:41.040,1157,1164
1,2010-12-07 20:46:41.040,1108,1395
1,2010-12-07 20:46:41.040,1115,1207
1,2010-12-07 20:48:01.560,1181,1391
1,2010-12-07 20:48:01.560,1157,1159
1,2010-12-07 20:48:01.560,1164,1365
1,2010-12-07 20:48:01.560,1157,1260
1,2010-12-07 20:48:01.560,1115,1207
1,2010-12-07 20:48:01.560,1513,1518
1,2010-12-07 20:48:01.560,1513,1590
1,2010-12-07 20:48:01.560,1108,1395
1,2010-12-07 20:48:01.560,1159,1260
1,2010-12-07 20:49:22.080,1148,1377
1,2010-12-07 20:49:22.080,1157,1159
1,2010-12-07 20:49:22.080,1100,1108
1,2010-12-07 20:49:22.080,1157,1260
1,2010-12-07 20:49:22.080,1109,1513
1,2010-12-07 20:49:22.080,1513,1590
1,2010-12-07 20:49:22.080,1108,1395
1,2010-12-07 20:50:42.600,1377,1395
1,2010-12-07 20:50:42.600,1159,1260
1,2010-12-07 20:50:42.600,1513,1590
1,2010-12-07 20:50:42.600,1181,1391
1,2010-12-07 20:50:42.600,1157,1260
1,2010-12-07 20:50:42.600,1157,1159
1,2010-12-07 20:50:42.600,1148,1377
1,2010-12-07 20:50:42.600,1100,1395
1,2010-12-07 20:52:03.120,1159,1260
1,2010-12-07 20:52:03.120,1108,1395
1,2010-12-07 20:52:03.120,1114,1295
1,2010-12-07 20:52:03.120,1181,1391
1,2010-12-07 20:52:03.120,1114,1245
1,2010-12-07 20:52:03.120,1108,1109
1,2010-12-07 20:52:03.120,1148,1377
1,2010-12-07 20:52:03.120,1109,1395
1,2010-12-07 20:52:03.120,1157,1260
1,2010-12-07 20:53:23.640,1157,1159
1,2010-12-07 20:53:23.640,1157,1260
1,2010-12-07 20:53:23.640,1115,1207
1,2010-12-07 20:53:23.640,1518,1590
1,2010-12-07 20:53:23.640,1114,1245
1,2010-12-07 20:54:44.160,1157,1260
1,2010-12-07 20:54:44.160,1157,1159
1,2010-12-07 20:54:44.160,1115,1207
1,2010-12-07 20:54:44.160,1513,1518
1,2010-12-07 20:54:44.160,1518,1590
1,2010-12-07 20:56:04.680,1513,1518
1,2010-12-07 20:56:04.680,1157,1159
1,2010-12-07 20:56:04.680,1157,1260
1,2010-12-07 20:56:04.680,1098,1590
1,2010-12-07 20:56:04.680,1098,1513
1,2010-12-07 20:56:04.680,1181,1391
1,2010-12-07 20:56:04.680,1518,1590
1,2010-12-07 20:56:04.680,1114,1295
1,2010-12-07 20:56:04.680,1114,1245
1,2010-12-07 20:57:25.200,1115,1207
1,2010-12-07 20:57:25.200,1098,1518
1,2010-12-07 20:57:25.200,1157,1159
1,2010-12-07 20:57:25.200,1114,1295
1,2010-12-07 20:57:25.200,1148,1377
1,2010-12-07 20:58:45.720,1513,1590
1,2010-12-07 20:58:45.720,1114,1295
1,2010-12-07 20:58:45.720,1157,1159
1,2010-12-07 20:58:45.720,1210,1245
1,2010-12-07 20:58:45.720,1115,1207
1,2010-12-07 20:58:45.720,1109,1518
1,2010-12-07 20:58:45.720,1098,1109
1,2010-12-07 20:58:45.720,1210,1378
1,2010-12-07 21:00:06.240,1191,1365
1,2010-12-07 21:00:06.240,1159,1191
1,2010-12-07 21:00:06.240,1098,1109
1,2010-12-07 21:00:06.240,1518,1590
1,2010-12-07 21:00:06.240,1513,1518
1,2010-12-07 21:00:06.240,1114,1295
1,2010-12-07 21:00:06.240,1108,1395
1,2010-12-07 21:00:06.240,1513,1590
1,2010-12-07 21:01:26.760,1148,1377
1,2010-12-07 21:01:26.760,1098,1109
1,2010-12-07 21:01:26.760,1108,1518
1,2010-12-07 21:01:26.760,1115,1207
1,2010-12-07 21:01:26.760,1518,1590
1,2010-12-07 21:01:26.760,1513,1590
1,2010-12-07 21:01:26.760,1114,1295
1,2010-12-07 21:01:26.760,1513,1518
1,2010-12-07 21:02:47.280,1098,1109
1,2010-12-07 21:02:47.280,1108,1395
1,2010-12-07 21:02:47.280,1157,1260
1,2010-12-07 21:02:47.280,1115,1207
1,2010-12-07 21:02:47.280,1513,1518
1,2010-12-07 21:02:47.280,1518,1590
1,2010-12-07 21:02:47.280,1114,1191
1,2010-12-07 21:02:47.280,1513,1590
1,2010-12-07 21:02:47.280,1100,1395
1,2010-12-07 21:02:47.280,1114,1295
1,2010-12-07 21:04:07.800,1148,1377
1,2010-12-07 21:04:07.800,1159,1191
1,2010-12-07 21:04:07.800,1157,1260
1,2010-12-07 21:04:07.800,1115,1207
1,2010-12-07 21:04:07.800,1518,1590
1,2010-12-07 21:04:07.800,1513,1590
1,2010-12-07 21:04:07.800,1100,1395
1,2010-12-07 21:04:07.800,1114,1295
1,2010-12-07 21:05:28.320,1109,1207
1,2010-12-07 21:05:28.320,1108,1395
1,2010-12-07 21:05:28.320,1098,1109
1,2010-12-07 21:05:28.320,1157,1260
1,2010-12-07 21:05:28.320,1513,1518
1,2010-12-07 21:05:28.320,1518,1590
1,2010-12-07 21:05:28.320,1513,1590
1,2010-12-07 21:05:28.320,1098,1207
1,2010-12-07 21:05:28.320,1114,1295
1,2010-12-07 21:05:28.320,1114,1383
1,2010-12-07 21:06:48.840,1114,1295
1,2010-12-07 21:06:48.840,1098,1207
1,2010-12-07 21:06:48.840,1518,1590
1,2010-12-07 21:06:48.840,1115,1207
1,2010-12-07 21:06:48.840,1098,1109
1,2010-12-07 21:06:48.840,1157,1260
1,2010-12-07 21:06:48.840,1109,1207
1,2010-12-07 21:06:48.840,1114,1383
1,2010-12-07 21:06:48.840,1098,1518
1,2010-12-07 21:06:48.840,1108,1395
1,2010-12-07 21:08:09.360,1108,1395
1,2010-12-07 21:08:09.360,1109,1207
1,2010-12-07 21:08:09.360,1114,1295
1,2010-12-07 21:08:09.360,1191,1363
1,2010-12-07 21:08:09.360,1518,1590
1,2010-12-07 21:08:09.360,1148,1377
1,2010-12-07 21:08:09.360,1157,1260
1,2010-12-07 21:08:09.360,1164,1191
1,2010-12-07 21:08:09.360,1513,1518
1,2010-12-07 21:09:29.880,1115,1207
1,2010-12-07 21:09:29.880,1157,1260
1,2010-12-07 21:09:29.880,1513,1518
1,2010-12-07 21:09:29.880,1148,1377
1,2010-12-07 21:09:29.880,1164,1191
1,2010-12-07 21:10:46.374,1395,1613
1,2010-12-07 21:10:46.374,1246,1352
1,2010-12-07 21:10:50.400,1323,1518
1,2010-12-07 21:10:50.400,1109,1207
1,2010-12-07 21:10:50.400,1164,1191
1,2010-12-07 21:10:50.400,1157,1260
1,2010-12-07 21:10:50.400,1513,1518
1,2010-12-07 21:10:50.400,1114,1383
1,2010-12-07 21:12:10.920,1109,1518
1,2010-12-07 21:12:10.920,1148,1377
1,2010-12-07 21:12:10.920,1518,1590
1,2010-12-07 21:12:10.920,1114,1383
1,2010-12-07 21:12:10.920,1191,1363
1,2010-12-07 21:12:10.920,1210,1518
1,2010-12-07 21:12:10.920,1115,1207
1,2010-12-07 21:12:10.920,1513,1518
1,2010-12-07 21:12:10.920,1210,1590
1,2010-12-07 21:12:10.920,1157,1260
1,2010-12-07 21:12:10.920,1164,1191
1,2010-12-07 21:13:31.440,1191,1363
1,2010-12-07 21:13:31.440,1181,1327
1,2010-12-07 21:13:31.440,1513,1590
1,2010-12-07 21:13:31.440,1518,1590
1,2010-12-07 21:13:31.440,1115,1207
1,2010-12-07 21:13:31.440,1157,1260
1,2010-12-07 21:13:31.440,1100,1108
1,2010-12-07 21:13:31.440,1164,1191
1,2010-12-07 21:13:31.440,1207,1245
1,2010-12-07 21:13:31.440,1109,1518
1,2010-12-07 21:13:31.440,1513,1518
1,2010-12-07 21:14:51.960,1114,1383
1,2010-12-07 21:14:51.960,1098,1207
1,2010-12-07 21:14:51.960,1260,1365
1,2010-12-07 21:14:51.960,1098,1115
1,2010-12-07 21:14:51.960,1518,1590
1,2010-12-07 21:14:51.960,1513,1590
1,2010-12-07 21:14:51.960,1513,1518
1,2010-12-07 21:16:12.480,1109,1395
1,2010-12-07 21:16:12.480,1108,1391
1,2010-12-07 21:16:12.480,1260,1365
1,2010-12-07 21:16:12.480,1100,1391
1,2010-12-07 21:16:12.480,1518,1590
1,2010-12-07 21:16:12.480,1098,1115
1,2010-12-07 21:16:12.480,1513,1590
1,2010-12-07 21:16:12.480,1114,1383
1,2010-12-07 21:16:12.480,1157,1365
1,2010-12-07 21:16:12.480,1513,1518
1,2010-12-07 21:17:33.000,1518,1590
1,2010-12-07 21:17:33.000,1115,1207
1,2010-12-07 21:17:33.000,1513,1518
1,2010-12-07 21:17:33.000,1108,1391
1,2010-12-07 21:17:33.000,1100,1391
1,2010-12-07 21:17:33.000,1114,1383
1,2010-12-07 21:17:33.000,1157,1365
1,2010-12-07 21:18:53.520,1108,1391
1,2010-12-07 21:18:53.520,1518,1590
1,2010-12-07 21:18:53.520,1114,1295
1,2010-12-07 21:18:53.520,1114,1383
1,2010-12-07 21:18:53.520,1157,1365
1,2010-12-07 21:19:41.832,1395,1159
1,2010-12-07 21:19:41.832,1238,1246
1,2010-12-07 21:20:14.040,1114,1295
1,2010-12-07 21:20:14.040,1157,1365
1,2010-12-07 21:20:14.040,1518,1590
1,2010-12-07 21:20:14.040,1513,1590
1,2010-12-07 21:20:14.040,1108,1391
1,2010-12-07 21:20:14.040,1391,1518
1,2010-12-07 21:20:14.040,1109,1210
1,2010-12-07 21:20:14.040,1513,1518
1,2010-12-07 21:21:34.560,1391,1518
1,2010-12-07 21:21:34.560,1391,1513
1,2010-12-07 21:21:34.560,1115,1207
1,2010-12-07 21:21:34.560,1513,1518
1,2010-12-07 21:21:34.560,1518,1590
1,2010-12-07 21:21:34.560,1513,1590
1,2010-12-07 21:21:34.560,1157,1365
1,2010-12-07 21:21:34.560,1108,1391
1,2010-12-07 21:22:55.080,1109,1391
1,2010-12-07 21:22:55.080,1109,1210
1,2010-12-07 21:22:55.080,1108,1391
1,2010-12-07 21:22:55.080,1210,1391
1,2010-12-07 21:22:55.080,1518,1590
1,2010-12-07 21:22:55.080,1513,1590
1,2010-12-07 21:22:55.080,1181,1327
1,2010-12-07 21:22:55.080,1157,1365
1,2010-12-07 21:22:55.080,1513,1518
1,2010-12-07 21:24:15.600,1210,1377
1,2010-12-07 21:24:15.600,1109,1391
1,2010-12-07 21:24:15.600,1210,1391
1,2010-12-07 21:24:15.600,1513,1518
1,2010-12-07 21:24:15.600,1518,1590
1,2010-12-07 21:24:15.600,1513,1590
1,2010-12-07 21:24:15.600,1157,1365
1,2010-12-07 21:24:15.600,1108,1391
1,2010-12-07 21:25:36.120,1100,1391
1,2010-12-07 21:25:36.120,1210,1377
1,2010-12-07 21:25:36.120,1108,1391
1,2010-12-07 21:25:36.120,1157,1365
1,2010-12-07 21:25:36.120,1377,1395
1,2010-12-07 21:25:36.120,1181,1327
1,2010-12-07 21:25:36.120,1518,1590
1,2010-12-07 21:25:36.120,1513,1518
1,2010-12-07 21:26:56.640,1157,1365
1,2010-12-07 21:26:56.640,1114,1295
1,2010-12-07 21:26:56.640,1518,1590
1,2010-12-07 21:26:56.640,1100,1391
1,2010-12-07 21:26:56.640,1513,1518
1,2010-12-07 21:26:56.640,1210,1377
1,2010-12-07 21:28:17.160,1210,1391
1,2010-12-07 21:28:17.160,1114,1295
1,2010-12-07 21:28:17.160,1518,1590
1,2010-12-07 21:28:17.160,1157,1260
1,2010-12-07 21:28:17.160,1109,1391
1,2010-12-07 21:28:17.160,1108,1391
1,2010-12-07 21:29:13.524,1320,1130
1,2010-12-07 21:29:13.524,1238,1246
1,2010-12-07 21:29:37.680,1114,1383
1,2010-12-07 21:29:37.680,1114,1295
1,2010-12-07 21:29:37.680,1518,1590
1,2010-12-07 21:29:37.680,1157,1260
1,2010-12-07 21:29:37.680,1108,1391
1,2010-12-07 21:30:58.200,1157,1365
1,2010-12-07 21:30:58.200,1518,1590
1,2010-12-07 21:30:58.200,1108,1391
1,2010-12-07 21:30:58.200,1210,1377
1,2010-12-07 21:32:18.720,1513,1518
1,2010-12-07 21:32:18.720,1098,1245
1,2010-12-07 21:32:18.720,1109,1377
1,2010-12-07 21:32:18.720,1108,1391
1,2010-12-07 21:32:18.720,1148,1159
1,2010-12-07 21:32:18.720,1518,1590
1,2010-12-07 21:32:18.720,1377,1395
1,2010-12-07 21:32:18.720,1157,1365
1,2010-12-07 21:32:18.720,1305,1383
1,2010-12-07 21:33:39.240,1157,1365
1,2010-12-07 21:33:39.240,1377,1395
1,2010-12-07 21:33:39.240,1518,1590
1,2010-12-07 21:33:39.240,1100,1391
1,2010-12-07 21:33:39.240,1159,1518
1,2010-12-07 21:33:39.240,1109,1377
1,2010-12-07 21:33:39.240,1098,1245
1,2010-12-07 21:33:39.240,1108,1391
1,2010-12-07 21:34:59.760,1518,1590
1,2010-12-07 21:34:59.760,1377,1395
1,2010-12-07 21:34:59.760,1513,1590
1,2010-12-07 21:34:59.760,1100,1391
1,2010-12-07 21:34:59.760,1157,1365
1,2010-12-07 21:34:59.760,1159,1191
1,2010-12-07 21:34:59.760,1109,1210
1,2010-12-07 21:34:59.760,1210,1395
1,2010-12-07 21:34:59.760,1210,1377
1,2010-12-07 21:34:59.760,1109,1377
1,2010-12-07 21:34:59.760,1108,1391
1,2010-12-07 21:36:20.280,1513,1590
1,2010-12-07 21:36:20.280,1148,1518
1,2010-12-07 21:36:20.280,1108,1391
1,2010-12-07 21:36:20.280,1159,1191
1,2010-12-07 21:36:20.280,1157,1260
1,2010-12-07 21:36:20.280,1513,1518
1,2010-12-07 21:36:20.280,1518,1590
1,2010-12-07 21:36:20.280,1157,1365
1,2010-12-07 21:37:40.800,1108,1391
1,2010-12-07 21:37:40.800,1164,1191
1,2010-12-07 21:37:40.800,1157,1260
1,2010-12-07 21:37:40.800,1144,1518
1,2010-12-07 21:37:40.800,1513,1518
1,2010-12-07 21:37:40.800,1518,1590
1,2010-12-07 21:37:40.800,1513,1590
1,2010-12-07 21:37:40.800,1157,1365
1,2010-12-07 21:37:40.800,1098,1245
1,2010-12-07 21:37:40.800,1159,1191
1,2010-12-07 21:39:01.320,1108,1391
1,2010-12-07 21:39:01.320,1157,1260
1,2010-12-07 21:39:01.320,1144,1207
1,2010-12-07 21:39:01.320,1513,1518
1,2010-12-07 21:39:01.320,1518,1590
1,2010-12-07 21:39:01.320,1513,1590
1,2010-12-07 21:39:01.320,1157,1365
1,2010-12-07 21:39:01.320,1164,1191
1,2010-12-07 21:40:21.840,1157,1365
1,2010-12-07 21:40:21.840,1109,1210
1,2010-12-07 21:40:21.840,1108,1391
1,2010-12-07 21:40:21.840,1159,1164
1,2010-12-07 21:40:21.840,1164,1191
1,2010-12-07 21:40:21.840,1100,1108
1,2010-12-07 21:40:21.840,1159,1191
1,2010-12-07 21:40:21.840,1513,1518
1,2010-12-07 21:40:21.840,1100,1391
1,2010-12-07 21:40:21.840,1518,1590
1,2010-12-07 21:40:21.840,1157,1260
1,2010-12-07 21:40:21.840,1513,1590
1,2010-12-07 21:41:42.360,1159,1191
1,2010-12-07 21:41:42.360,1100,1108
1,2010-12-07 21:41:42.360,1157,1260
1,2010-12-07 21:41:42.360,1098,1144
1,2010-12-07 21:41:42.360,1513,1518
1,2010-12-07 21:41:42.360,1518,1590
1,2010-12-07 21:41:42.360,1513,1590
1,2010-12-07 21:41:42.360,1157,1365
1,2010-12-07 21:43:02.880,1518,1590
1,2010-12-07 21:43:02.880,1157,1260
1,2010-12-07 21:43:02.880,1159,1191
1,2010-12-07 21:43:02.880,1513,1590
1,2010-12-07 21:43:02.880,1513,1518
1,2010-12-07 21:43:02.880,1098,1513
1,2010-12-07 21:43:02.880,1260,1365
1,2010-12-07 21:43:02.880,1108,1144
1,2010-12-07 21:43:02.880,1098,1144
1,2010-12-07 21:43:02.880,1115,1164
1,2010-12-07 21:44:23.400,1148,1157
1,2010-12-07 21:44:23.400,1159,1191
1,2010-12-07 21:44:23.400,1191,1260
1,2010-12-07 21:44:23.400,1513,1518
1,2010-12-07 21:44:23.400,1518,1590
1,2010-12-07 21:44:23.400,1513,1590
1,2010-12-07 21:44:23.400,1164,1207
1,2010-12-07 21:44:23.400,1157,1191
1,2010-12-07 21:45:43.920,1157,1159
1,2010-12-07 21:45:43.920,1144,1157
1,2010-12-07 21:45:43.920,1191,1260
1,2010-12-07 21:45:43.920,1115,1164
1,2010-12-07 21:45:43.920,1513,1518
1,2010-12-07 21:45:43.920,1144,1159
1,2010-12-07 21:45:43.920,1513,1590
1,2010-12-07 21:45:43.920,1518,1590
1,2010-12-07 21:47:04.440,1144,1260
1,2010-12-07 21:47:04.440,1108,1191
1,2010-12-07 21:47:04.440,1157,1159
1,2010-12-07 21:47:04.440,1114,1383
1,2010-12-07 21:47:04.440,1513,1590
1,2010-12-07 21:47:04.440,1144,1159
1,2010-12-07 21:47:04.440,1513,1518
1,2010-12-07 21:47:04.440,1098,1518
1,2010-12-07 21:47:04.440,1144,1157
1,2010-12-07 21:47:04.440,1518,1590
1,2010-12-07 21:48:24.960,1144,1157
1,2010-12-07 21:48:24.960,1098,1590
