date,participant1,participant2
2010-12-07 08:07:06.720,1114,1295
2010-12-07 08:07:06.720,1513,1518
2010-12-07 08:07:06.720,1109,1115
2010-12-07 08:07:06.720,1115,1207
2010-12-07 08:08:27.240,1109,1115
2010-12-07 08:08:27.240,1109,1207
2010-12-07 08:08:27.240,1114,1378
2010-12-07 08:08:27.240,1115,1207
2010-12-07 08:08:27.240,1513,1518
2010-12-07 08:08:27.240,1181,1327
2010-12-07 08:08:27.240,1114,1295
2010-12-07 08:09:47.760,1114,1378
2010-12-07 08:09:47.760,1207,1377
2010-12-07 08:09:47.760,1109,1115
2010-12-07 08:09:47.760,1115,1207
2010-12-07 08:09:47.760,1513,1518
2010-12-07 08:09:47.760,1114,1295
2010-12-07 08:11:08.280,1114,1295
2010-12-07 08:11:08.280,1114,1378
2010-12-07 08:11:08.280,1207,1377
2010-12-07 08:11:08.280,1513,1518
2010-12-07 08:11:08.280,1109,1115
2010-12-07 08:12:28.800,1109,1115
2010-12-07 08:12:28.800,1513,1518
2010-12-07 08:12:28.800,1114,1295
2010-12-07 08:12:28.800,1295,1378
2010-12-07 08:13:49.320,1295,1378
2010-12-07 08:13:49.320,1115,1395
2010-12-07 08:13:49.320,1115,1207
2010-12-07 08:13:49.320,1114,1295
2010-12-07 08:13:49.320,1207,1377
2010-12-07 08:13:49.320,1114,1378
2010-12-07 08:15:09.840,1207,1378
2010-12-07 08:15:09.840,1114,1295
2010-12-07 08:15:09.840,1115,1207
2010-12-07 08:15:09.840,1207,1377
2010-12-07 08:15:09.840,1114,1378
2010-12-07 08:15:09.840,1115,1395
2010-12-07 08:15:09.840,1295,1378
2010-12-07 08:16:30.360,1115,1518
2010-12-07 08:16:30.360,1114,1207
2010-12-07 08:16:30.360,1115,1207
2010-12-07 08:16:30.360,1207,1518
2010-12-07 08:16:30.360,1114,1295
2010-12-07 08:16:30.360,1295,1378
2010-12-07 08:17:50.880,1295,1378
2010-12-07 08:17:50.880,1115,1207
2010-12-07 08:17:50.880,1115,1518
2010-12-07 08:17:50.880,1207,1513
2010-12-07 08:17:50.880,1181,1327
2010-12-07 08:17:50.880,1114,1295
2010-12-07 08:19:11.400,1114,1378
2010-12-07 08:19:11.400,1115,1207
2010-12-07 08:20:31.920,1115,1207
2010-12-07 08:20:31.920,1114,1378
2010-12-07 08:21:52.440,1114,1207
2010-12-07 08:21:52.440,1114,1378
2010-12-07 08:21:52.440,1207,1295
2010-12-07 08:23:12.960,1114,1378
2010-12-07 08:23:12.960,1114,1295
2010-12-07 08:23:12.960,1207,1378
2010-12-07 08:24:33.480,1114,1295
2010-12-07 08:24:33.480,1207,1378
2010-12-07 08:25:54.000,1207,1323
2010-12-07 08:25:54.000,1207,1518
2010-12-07 08:25:54.000,1207,1378
2010-12-07 08:25:54.000,1114,1295
2010-12-07 08:27:14.520,1115,1365
2010-12-07 08:27:14.520,1114,1295
2010-12-07 08:28:35.040,1109,1365
2010-12-07 08:28:35.040,1365,1393
2010-12-07 08:28:35.040,1115,1365
2010-12-07 08:28:35.040,1114,1295
2010-12-07 08:29:55.560,1109,1115
2010-12-07 08:29:55.560,1207,1373
2010-12-07 08:29:55.560,1365,1393
2010-12-07 08:29:55.560,1114,1295
2010-12-07 08:29:55.560,1115,1365
2010-12-07 08:31:16.080,1207,1373
2010-12-07 08:31:16.080,1164,1207
2010-12-07 08:32:36.600,1114,1399
2010-12-07 08:32:36.600,1115,1207
2010-12-07 08:32:36.600,1114,1295
2010-12-07 08:33:57.120,1114,1295
2010-12-07 08:33:57.120,1115,1207
2010-12-07 08:33:57.120,1115,1164
2010-12-07 08:33:57.120,1164,1207
2010-12-07 08:35:17.640,1115,1207
2010-12-07 08:35:17.640,1109,1207
2010-12-07 08:36:38.160,1114,1399
2010-12-07 08:36:38.160,1115,1207
2010-12-07 08:36:38.160,1115,1164
2010-12-07 08:36:38.160,1114,1295
2010-12-07 08:36:38.160,1164,1207
2010-12-07 08:37:58.680,1115,1207
2010-12-07 08:37:58.680,1114,1295
2010-12-07 08:37:58.680,1164,1207
2010-12-07 08:39:19.200,1115,1207
2010-12-07 08:39:19.200,1109,1295
2010-12-07 08:39:19.200,1115,1365
2010-12-07 08:40:39.720,1109,1114
2010-12-07 08:40:39.720,1115,1365
2010-12-07 08:40:39.720,1114,1295
2010-12-07 08:40:39.720,1109,1295
2010-12-07 08:40:39.720,1164,1207
2010-12-07 08:42:00.240,1164,1207
2010-12-07 08:42:00.240,1115,1365
2010-12-07 08:42:00.240,1114,1295
2010-12-07 08:43:20.760,1114,1295
2010-12-07 08:43:20.760,1207,1374
2010-12-07 08:43:20.760,1115,1365
2010-12-07 08:43:20.760,1164,1207
2010-12-07 08:44:41.280,1207,1374
2010-12-07 08:44:41.280,1378,1518
2010-12-07 08:44:41.280,1109,1399
2010-12-07 08:44:41.280,1207,1363
2010-12-07 08:44:41.280,1115,1365
2010-12-07 08:44:41.280,1114,1295
2010-12-07 08:44:41.280,1114,1383
2010-12-07 08:46:01.800,1164,1363
2010-12-07 08:46:01.800,1207,1363
2010-12-07 08:46:01.800,1378,1518
2010-12-07 08:46:01.800,1109,1399
2010-12-07 08:46:01.800,1115,1365
2010-12-07 08:46:01.800,1114,1295
2010-12-07 08:46:01.800,1114,1383
2010-12-07 08:46:01.800,1323,1518
2010-12-07 08:46:01.800,1164,1207
2010-12-07 08:47:22.320,1378,1518
2010-12-07 08:47:22.320,1115,1365
2010-12-07 08:47:22.320,1114,1295
2010-12-07 08:47:22.320,1164,1207
2010-12-07 08:47:22.320,1323,1518
2010-12-07 08:48:42.840,1115,1365
2010-12-07 08:48:42.840,1378,1518
2010-12-07 08:50:03.360,1378,1518
2010-12-07 08:50:03.360,1115,1365
2010-12-07 08:51:23.880,1114,1207
2010-12-07 08:51:23.880,1378,1518
2010-12-07 08:51:23.880,1378,1513
2010-12-07 08:51:23.880,1513,1518
2010-12-07 08:51:23.880,1115,1365
2010-12-07 08:51:23.880,1109,1164
2010-12-07 08:52:44.400,1115,1207
2010-12-07 08:52:44.400,1164,1207
2010-12-07 08:52:44.400,1115,1365
2010-12-07 08:52:44.400,1513,1518
2010-12-07 08:52:44.400,1378,1513
2010-12-07 08:52:44.400,1378,1518
2010-12-07 08:52:44.400,1295,1320
2010-12-07 08:54:04.920,1109,1207
2010-12-07 08:54:04.920,1378,1518
2010-12-07 08:54:04.920,1115,1207
2010-12-07 08:54:04.920,1513,1518
2010-12-07 08:54:04.920,1115,1365
2010-12-07 08:55:25.440,1115,1207
2010-12-07 08:55:25.440,1164,1363
2010-12-07 08:55:25.440,1513,1518
2010-12-07 08:55:25.440,1181,1327
2010-12-07 08:55:25.440,1114,1295
2010-12-07 08:55:25.440,1164,1207
2010-12-07 08:56:45.960,1513,1518
2010-12-07 08:56:45.960,1207,1363
2010-12-07 08:56:45.960,1114,1295
2010-12-07 08:56:45.960,1164,1207
2010-12-07 08:58:06.480,1513,1518
2010-12-07 08:58:06.480,1164,1207
2010-12-07 08:59:27.000,1115,1207
2010-12-07 08:59:27.000,1513,1518
2010-12-07 09:00:47.520,1164,1207
2010-12-07 09:00:47.520,1181,1327
2010-12-07 09:00:47.520,1181,1295
2010-12-07 09:02:08.040,1181,1295
2010-12-07 09:02:08.040,1115,1207
2010-12-07 09:02:08.040,1513,1518
2010-12-07 09:02:08.040,1181,1327
2010-12-07 09:02:08.040,1164,1207
2010-12-07 09:03:28.560,1164,1363
2010-12-07 09:03:28.560,1181,1327
2010-12-07 09:03:28.560,1109,1115
2010-12-07 09:03:28.560,1513,1518
2010-12-07 09:04:49.080,1109,1115
2010-12-07 09:04:49.080,1207,1391
2010-12-07 09:04:49.080,1114,1115
2010-12-07 09:04:49.080,1109,1114
2010-12-07 09:04:49.080,1181,1327
2010-12-07 09:06:09.600,1181,1327
2010-12-07 09:06:09.600,1164,1363
2010-12-07 09:06:09.600,1109,1207
2010-12-07 09:07:30.120,1109,1207
2010-12-07 09:07:30.120,1207,1305
2010-12-07 09:07:30.120,1295,1320
2010-12-07 09:07:30.120,1207,1383
2010-12-07 09:08:50.640,1181,1327
2010-12-07 09:08:50.640,1115,1207
2010-12-07 09:08:50.640,1114,1518
2010-12-07 09:10:11.160,1115,1207
2010-12-07 09:11:31.680,1181,1327
2010-12-07 09:11:31.680,1115,1207
2010-12-07 09:12:52.200,1164,1363
2010-12-07 09:12:52.200,1115,1207
2010-12-07 09:12:52.200,1513,1518
2010-12-07 09:12:52.200,1181,1327
2010-12-07 09:12:52.200,1114,1295
2010-12-07 09:14:12.720,1114,1295
2010-12-07 09:14:12.720,1115,1207
2010-12-07 09:14:12.720,1513,1518
2010-12-07 09:14:12.720,1181,1327
2010-12-07 09:15:33.240,1115,1207
2010-12-07 09:15:33.240,1513,1518
2010-12-07 09:16:53.760,1115,1207
2010-12-07 09:16:53.760,1513,1518
2010-12-07 09:18:14.280,1513,1518
2010-12-07 09:18:14.280,1109,1295
2010-12-07 09:18:14.280,1164,1207
2010-12-07 09:19:34.800,1207,1391
2010-12-07 09:19:34.800,1295,1320
2010-12-07 09:19:34.800,1513,1518
2010-12-07 09:20:55.320,1115,1383
2010-12-07 09:20:55.320,1181,1207
2010-12-07 09:20:55.320,1513,1518
2010-12-07 09:20:55.320,1207,1391
2010-12-07 09:22:15.840,1207,1327
2010-12-07 09:22:15.840,1181,1207
2010-12-07 09:22:15.840,1114,1164
2010-12-07 09:22:15.840,1513,1518
2010-12-07 09:24:56.880,1115,1207
2010-12-07 09:24:56.880,1109,1115
2010-12-07 09:24:56.880,1109,1207
2010-12-07 09:24:56.880,1114,1207
2010-12-07 09:24:56.880,1114,1115
2010-12-07 09:24:56.880,1164,1181
2010-12-07 09:26:17.400,1115,1207
2010-12-07 09:26:17.400,1109,1207
2010-12-07 09:26:17.400,1109,1115
2010-12-07 09:26:17.400,1114,1115
2010-12-07 09:26:17.400,1181,1207
2010-12-07 09:27:37.920,1114,1320
2010-12-07 09:27:37.920,1109,1207
2010-12-07 09:27:37.920,1109,1115
2010-12-07 09:27:37.920,1115,1207
2010-12-07 09:28:58.440,1109,1115
2010-12-07 09:28:58.440,1115,1207
2010-12-07 09:28:58.440,1513,1518
2010-12-07 09:28:58.440,1114,1295
2010-12-07 09:28:58.440,1181,1207
2010-12-07 09:28:58.440,1109,1207
2010-12-07 09:28:58.440,1114,1320
2010-12-07 09:30:18.960,1109,1207
2010-12-07 09:30:18.960,1109,1115
2010-12-07 09:30:18.960,1513,1518
2010-12-07 09:30:18.960,1181,1207
2010-12-07 09:30:18.960,1115,1207
2010-12-07 09:31:39.480,1109,1164
2010-12-07 09:31:39.480,1109,1115
2010-12-07 09:31:39.480,1295,1320
2010-12-07 09:31:39.480,1115,1207
2010-12-07 09:31:39.480,1513,1518
2010-12-07 09:33:00.000,1114,1320
2010-12-07 09:33:00.000,1513,1518
2010-12-07 09:33:00.000,1115,1164
2010-12-07 09:33:20.130,1246,1352
2010-12-07 09:33:20.130,1395,1168
2010-12-07 09:34:20.520,1513,1518
2010-12-07 09:34:20.520,1109,1207
2010-12-07 09:34:20.520,1181,1207
2010-12-07 09:35:41.040,1109,1207
2010-12-07 09:35:41.040,1295,1320
2010-12-07 09:35:41.040,1513,1518
2010-12-07 09:37:01.560,1513,1518
2010-12-07 09:38:22.080,1109,1164
2010-12-07 09:39:42.600,1164,1373
2010-12-07 09:39:42.600,1513,1518
2010-12-07 09:39:42.600,1114,1320
2010-12-07 09:41:03.120,1513,1518
2010-12-07 09:41:03.120,1109,1207
2010-12-07 09:41:03.120,1115,1181
2010-12-07 09:42:23.640,1513,1518
2010-12-07 09:42:23.640,1109,1207
2010-12-07 09:43:44.160,1109,1207
2010-12-07 09:43:44.160,1513,1518
2010-12-07 09:43:44.160,1114,1295
2010-12-07 09:45:04.680,1378,1518
2010-12-07 09:45:04.680,1513,1518
2010-12-07 09:45:04.680,1114,1295
2010-12-07 09:46:25.200,1207,1518
2010-12-07 09:46:25.200,1513,1518
2010-12-07 09:46:25.200,1207,1513
2010-12-07 09:47:45.720,1164,1374
2010-12-07 09:47:45.720,1115,1518
2010-12-07 09:47:45.720,1513,1518
2010-12-07 09:49:06.240,1115,1518
2010-12-07 09:49:06.240,1513,1518
2010-12-07 09:49:06.240,1114,1320
2010-12-07 09:50:26.760,1207,1377
2010-12-07 09:50:26.760,1114,1320
2010-12-07 09:50:26.760,1513,1518
2010-12-07 09:51:47.280,1114,1295
2010-12-07 09:51:47.280,1109,1115
2010-12-07 09:51:47.280,1207,1323
2010-12-07 09:51:47.280,1513,1518
2010-12-07 09:51:47.280,1207,1378
2010-12-07 09:53:07.800,1513,1518
2010-12-07 09:53:07.800,1114,1295
2010-12-07 09:53:07.800,1109,1115
2010-12-07 09:53:07.800,1207,1378
2010-12-07 09:53:07.800,1207,1323
2010-12-07 09:53:07.800,1363,1513
2010-12-07 09:54:28.320,1363,1513
2010-12-07 09:54:28.320,1109,1115
2010-12-07 09:54:28.320,1114,1295
2010-12-07 09:55:48.840,1207,1378
2010-12-07 09:55:48.840,1114,1295
2010-12-07 09:55:48.840,1114,1164
2010-12-07 09:55:48.840,1513,1518
2010-12-07 09:57:09.360,1109,1115
2010-12-07 09:57:09.360,1114,1295
2010-12-07 09:58:29.880,1114,1320
2010-12-07 09:58:29.880,1109,1115
2010-12-07 09:59:50.400,1327,1518
2010-12-07 09:59:50.400,1114,1295
2010-12-07 09:59:50.400,1513,1518
2010-12-07 09:59:50.400,1164,1295
2010-12-07 10:01:10.920,1109,1295
2010-12-07 10:01:10.920,1164,1295
2010-12-07 10:01:10.920,1109,1207
2010-12-07 10:01:10.920,1109,1114
2010-12-07 10:01:10.920,1109,1164
2010-12-07 10:01:10.920,1164,1207
2010-12-07 10:01:10.920,1327,1518
2010-12-07 10:01:10.920,1114,1295
2010-12-07 10:02:31.440,1109,1295
2010-12-07 10:03:51.960,1513,1518
2010-12-07 10:03:51.960,1109,1295
2010-12-07 10:05:12.480,1164,1207
2010-12-07 10:05:12.480,1109,1295
2010-12-07 10:05:12.480,1295,1393
2010-12-07 10:05:12.480,1513,1518
2010-12-07 10:06:33.000,1109,1114
2010-12-07 10:06:33.000,1114,1393
2010-12-07 10:06:33.000,1115,1518
2010-12-07 10:06:33.000,1513,1518
2010-12-07 10:06:33.000,1114,1295
2010-12-07 10:06:33.000,1109,1295
2010-12-07 10:07:53.520,1109,1393
2010-12-07 10:07:53.520,1115,1383
2010-12-07 10:07:53.520,1513,1518
2010-12-07 10:07:53.520,1109,1114
2010-12-07 10:07:53.520,1114,1295
2010-12-07 10:07:53.520,1114,1393
2010-12-07 10:07:53.520,1115,1207
2010-12-07 10:09:14.040,1114,1393
2010-12-07 10:09:14.040,1513,1518
2010-12-07 10:09:14.040,1109,1295
2010-12-07 10:09:14.040,1115,1391
2010-12-07 10:10:34.560,1513,1518
2010-12-07 10:10:34.560,1114,1393
2010-12-07 10:10:34.560,1114,1295
2010-12-07 10:10:34.560,1115,1207
2010-12-07 10:10:54.690,1395,1115
2010-12-07 10:10:54.690,1246,1352
2010-12-07 10:11:55.080,1115,1207
2010-12-07 10:11:55.080,1114,1115
2010-12-07 10:11:55.080,1513,1518
2010-12-07 10:11:55.080,1114,1295
2010-12-07 10:13:15.600,1114,1393
2010-12-07 10:13:15.600,1109,1115
2010-12-07 10:13:15.600,1114,1115
2010-12-07 10:13:15.600,1513,1518
2010-12-07 10:13:15.600,1114,1295
2010-12-07 10:14:36.120,1114,1295
2010-12-07 10:14:36.120,1513,1518
2010-12-07 10:14:36.120,1164,1374
2010-12-07 10:15:56.640,1109,1207
2010-12-07 10:15:56.640,1115,1207
2010-12-07 10:15:56.640,1513,1518
2010-12-07 10:17:17.160,1114,1393
2010-12-07 10:17:17.160,1109,1207
2010-12-07 10:17:17.160,1115,1207
2010-12-07 10:17:17.160,1295,1393
2010-12-07 10:18:37.680,1513,1518
2010-12-07 10:18:37.680,1295,1393
2010-12-07 10:18:37.680,1109,1207
2010-12-07 10:18:37.680,1114,1393
2010-12-07 10:18:37.680,1114,1295
2010-12-07 10:18:37.680,1115,1207
2010-12-07 10:19:58.200,1114,1393
2010-12-07 10:19:58.200,1109,1207
2010-12-07 10:19:58.200,1109,1115
2010-12-07 10:19:58.200,1115,1207
2010-12-07 10:19:58.200,1513,1518
2010-12-07 10:19:58.200,1295,1393
2010-12-07 10:19:58.200,1114,1295
2010-12-07 10:21:18.720,1114,1393
2010-12-07 10:21:18.720,1109,1207
2010-12-07 10:21:18.720,1109,1115
2010-12-07 10:21:18.720,1513,1518
2010-12-07 10:21:18.720,1115,1207
2010-12-07 10:22:39.240,1164,1374
2010-12-07 10:22:39.240,1513,1518
2010-12-07 10:22:39.240,1295,1393
2010-12-07 10:23:59.760,1513,1518
2010-12-07 10:23:59.760,1295,1393
2010-12-07 10:23:59.760,1164,1374
2010-12-07 10:25:20.280,1109,1295
2010-12-07 10:25:20.280,1513,1518
2010-12-07 10:25:20.280,1109,1393
2010-12-07 10:25:20.280,1164,1320
2010-12-07 10:26:40.800,1114,1295
2010-12-07 10:26:40.800,1164,1320
2010-12-07 10:26:40.800,1513,1518
2010-12-07 10:26:40.800,1109,1393
2010-12-07 10:28:01.320,1513,1518
2010-12-07 10:28:01.320,1109,1393
2010-12-07 10:29:21.840,1513,1518
2010-12-07 10:30:42.360,1114,1513
2010-12-07 10:30:42.360,1513,1518
2010-12-07 10:30:42.360,1109,1295
2010-12-07 10:30:42.360,1109,1393
2010-12-07 10:32:02.880,1109,1393
2010-12-07 10:32:02.880,1513,1518
2010-12-07 10:33:23.400,1109,1393
2010-12-07 10:33:23.400,1513,1518
2010-12-07 10:33:23.400,1114,1295
2010-12-07 10:36:04.440,1109,1393
2010-12-07 10:36:04.440,1115,1207
2010-12-07 10:36:04.440,1513,1518
2010-12-07 10:37:24.960,1115,1207
2010-12-07 10:37:24.960,1513,1518
2010-12-07 10:37:24.960,1164,1518
2010-12-07 10:37:24.960,1109,1393
2010-12-07 10:38:45.480,1109,1393
2010-12-07 10:38:45.480,1098,1518
2010-12-07 10:38:45.480,1098,1513
2010-12-07 10:38:45.480,1115,1207
2010-12-07 10:38:45.480,1115,1518
2010-12-07 10:38:45.480,1513,1518
2010-12-07 10:40:06.000,1115,1295
2010-12-07 10:40:06.000,1098,1513
2010-12-07 10:40:06.000,1114,1207
2010-12-07 10:40:06.000,1109,1393
2010-12-07 10:40:06.000,1098,1518
2010-12-07 10:40:06.000,1513,1518
2010-12-07 10:40:06.000,1114,1295
2010-12-07 10:40:06.000,1115,1207
2010-12-07 10:41:26.520,1114,1393
2010-12-07 10:41:26.520,1109,1393
2010-12-07 10:41:26.520,1098,1518
2010-12-07 10:41:26.520,1098,1513
2010-12-07 10:41:26.520,1513,1518
2010-12-07 10:41:26.520,1109,1114
2010-12-07 10:41:26.520,1114,1295
2010-12-07 10:41:26.520,1114,1207
2010-12-07 10:42:47.040,1114,1393
2010-12-07 10:42:47.040,1109,1393
2010-12-07 10:42:47.040,1115,1207
2010-12-07 10:42:47.040,1513,1518
2010-12-07 10:42:47.040,1109,1114
2010-12-07 10:42:47.040,1098,1518
2010-12-07 10:42:47.040,1098,1513
2010-12-07 10:44:07.560,1109,1393
2010-12-07 10:44:07.560,1115,1513
2010-12-07 10:44:07.560,1115,1518
2010-12-07 10:44:07.560,1513,1518
2010-12-07 10:44:07.560,1098,1207
2010-12-07 10:45:28.080,1098,1207
2010-12-07 10:45:28.080,1109,1393
2010-12-07 10:45:28.080,1513,1518
2010-12-07 10:46:48.600,1513,1518
2010-12-07 10:46:48.600,1109,1393
2010-12-07 10:46:48.600,1098,1207
2010-12-07 10:48:09.120,1098,1518
2010-12-07 10:48:09.120,1207,1518
2010-12-07 10:48:09.120,1513,1518
2010-12-07 10:48:09.120,1098,1207
2010-12-07 10:48:09.120,1109,1393
2010-12-07 10:49:29.640,1115,1207
2010-12-07 10:49:29.640,1109,1393
2010-12-07 10:49:29.640,1098,1115
2010-12-07 10:49:29.640,1098,1207
2010-12-07 10:49:29.640,1513,1518
2010-12-07 10:50:50.160,1109,1393
2010-12-07 10:50:50.160,1115,1207
2010-12-07 10:50:50.160,1513,1518
2010-12-07 10:50:50.160,1098,1207
2010-12-07 10:50:50.160,1114,1295
2010-12-07 10:50:50.160,1098,1115
2010-12-07 10:52:10.680,1098,1518
2010-12-07 10:52:10.680,1513,1518
2010-12-07 10:52:10.680,1365,1393
2010-12-07 10:52:10.680,1109,1393
2010-12-07 10:53:31.200,1164,1327
2010-12-07 10:53:31.200,1109,1365
2010-12-07 10:53:31.200,1109,1393
2010-12-07 10:53:31.200,1115,1207
2010-12-07 10:53:31.200,1513,1518
2010-12-07 10:53:31.200,1114,1295
2010-12-07 10:53:31.200,1365,1393
2010-12-07 10:54:51.720,1115,1207
2010-12-07 10:54:51.720,1513,1518
2010-12-07 10:54:51.720,1114,1295
2010-12-07 10:54:51.720,1157,1164
2010-12-07 10:56:12.240,1109,1115
2010-12-07 10:56:12.240,1513,1518
2010-12-07 10:56:12.240,1114,1295
2010-12-07 10:56:12.240,1109,1207
2010-12-07 10:56:12.240,1115,1207
2010-12-07 10:57:32.760,1513,1518
2010-12-07 10:57:32.760,1115,1207
2010-12-07 10:57:32.760,1114,1157
2010-12-07 10:57:32.760,1098,1181
2010-12-07 10:57:32.760,1365,1393
2010-12-07 10:57:32.760,1114,1295
2010-12-07 10:58:53.280,1115,1207
2010-12-07 10:58:53.280,1513,1518
2010-12-07 10:58:53.280,1295,1365
2010-12-07 10:58:53.280,1098,1164
2010-12-07 11:00:13.800,1513,1518
2010-12-07 11:00:13.800,1098,1164
2010-12-07 11:00:13.800,1295,1365
2010-12-07 11:00:13.800,1114,1157
2010-12-07 11:01:34.320,1114,1157
2010-12-07 11:01:34.320,1295,1365
2010-12-07 11:01:34.320,1098,1164
2010-12-07 11:02:54.840,1114,1157
2010-12-07 11:02:54.840,1115,1207
2010-12-07 11:02:54.840,1098,1109
2010-12-07 11:04:15.360,1115,1207
2010-12-07 11:04:15.360,1114,1157
2010-12-07 11:04:15.360,1098,1109
2010-12-07 11:05:35.880,1098,1109
2010-12-07 11:05:35.880,1365,1393
2010-12-07 11:05:35.880,1295,1365
2010-12-07 11:06:56.400,1098,1109
2010-12-07 11:06:56.400,1115,1207
2010-12-07 11:06:56.400,1114,1157
2010-12-07 11:06:56.400,1295,1365
2010-12-07 11:08:16.920,1109,1207
2010-12-07 11:08:16.920,1115,1207
2010-12-07 11:08:16.920,1513,1518
2010-12-07 11:08:16.920,1365,1393
2010-12-07 11:08:16.920,1295,1365
2010-12-07 11:08:16.920,1098,1114
2010-12-07 11:09:37.440,1109,1207
2010-12-07 11:09:37.440,1098,1114
2010-12-07 11:09:37.440,1114,1157
2010-12-07 11:09:37.440,1365,1393
2010-12-07 11:09:37.440,1295,1365
2010-12-07 11:09:37.440,1098,1157
2010-12-07 11:10:57.960,1295,1365
2010-12-07 11:10:57.960,1109,1207
2010-12-07 11:10:57.960,1098,1114
2010-12-07 11:10:57.960,1115,1207
2010-12-07 11:10:57.960,1114,1157
2010-12-07 11:10:57.960,1513,1518
2010-12-07 11:12:18.480,1109,1207
2010-12-07 11:12:18.480,1109,1115
2010-12-07 11:12:18.480,1098,1114
2010-12-07 11:12:18.480,1115,1207
2010-12-07 11:12:18.480,1513,1518
2010-12-07 11:12:18.480,1365,1393
2010-12-07 11:12:18.480,1295,1365
2010-12-07 11:13:39.000,1115,1207
2010-12-07 11:13:39.000,1109,1207
2010-12-07 11:13:39.000,1098,1114
2010-12-07 11:13:39.000,1114,1295
2010-12-07 11:13:39.000,1513,1518
2010-12-07 11:13:39.000,1295,1365
2010-12-07 11:13:39.000,1098,1157
2010-12-07 11:14:59.520,1109,1115
2010-12-07 11:14:59.520,1115,1207
2010-12-07 11:14:59.520,1513,1518
2010-12-07 11:14:59.520,1114,1295
2010-12-07 11:16:20.040,1109,1115
2010-12-07 11:16:20.040,1115,1207
2010-12-07 11:16:20.040,1513,1518
2010-12-07 11:16:20.040,1114,1295
2010-12-07 11:17:40.560,1114,1295
2010-12-07 11:17:40.560,1295,1365
2010-12-07 11:17:40.560,1115,1207
2010-12-07 11:17:40.560,1114,1365
2010-12-07 11:17:40.560,1109,1115
2010-12-07 11:19:01.080,1295,1365
2010-12-07 11:19:01.080,1114,1295
2010-12-07 11:19:01.080,1114,1365
2010-12-07 11:19:01.080,1144,1157
2010-12-07 11:19:01.080,1098,1518
2010-12-07 11:19:01.080,1098,1513
2010-12-07 11:19:01.080,1109,1115
2010-12-07 11:19:01.080,1115,1207
2010-12-07 11:19:01.080,1513,1518
2010-12-07 11:20:21.600,1513,1518
2010-12-07 11:20:21.600,1115,1207
2010-12-07 11:20:21.600,1114,1295
2010-12-07 11:20:21.600,1144,1157
2010-12-07 11:20:21.600,1098,1518
2010-12-07 11:21:42.120,1114,1295
2010-12-07 11:21:42.120,1115,1207
2010-12-07 11:21:42.120,1513,1518
2010-12-07 11:23:02.640,1114,1295
2010-12-07 11:23:02.640,1295,1365
2010-12-07 11:23:02.640,1164,1181
2010-12-07 11:23:02.640,1115,1207
2010-12-07 11:23:02.640,1513,1518
2010-12-07 11:24:23.160,1114,1365
2010-12-07 11:24:23.160,1115,1207
2010-12-07 11:24:23.160,1513,1518
2010-12-07 11:24:23.160,1295,1365
2010-12-07 11:24:23.160,1114,1295
2010-12-07 11:25:43.680,1114,1365
2010-12-07 11:25:43.680,1109,1115
2010-12-07 11:25:43.680,1115,1207
2010-12-07 11:25:43.680,1114,1295
2010-12-07 11:25:43.680,1513,1518
2010-12-07 11:25:43.680,1295,1365
2010-12-07 11:25:43.680,1098,1207
2010-12-07 11:27:04.200,1114,1365
2010-12-07 11:27:04.200,1513,1518
2010-12-07 11:27:04.200,1295,1365
2010-12-07 11:27:04.200,1114,1295
2010-12-07 11:28:24.720,1098,1207
2010-12-07 11:28:24.720,1114,1365
2010-12-07 11:28:24.720,1513,1518
2010-12-07 11:28:24.720,1114,1295
2010-12-07 11:29:45.240,1164,1518
2010-12-07 11:29:45.240,1115,1207
2010-12-07 11:29:45.240,1513,1518
2010-12-07 11:29:45.240,1295,1365
2010-12-07 11:29:45.240,1098,1207
2010-12-07 11:29:45.240,1114,1295
2010-12-07 11:29:45.240,1114,1365
2010-12-07 11:31:05.760,1115,1207
2010-12-07 11:31:05.760,1098,1207
2010-12-07 11:31:05.760,1164,1295
2010-12-07 11:31:05.760,1513,1518
2010-12-07 11:31:05.760,1114,1164
2010-12-07 11:32:26.280,1513,1518
2010-12-07 11:32:26.280,1114,1295
2010-12-07 11:32:26.280,1164,1295
2010-12-07 11:32:26.280,1115,1207
2010-12-07 11:32:26.280,1114,1164
2010-12-07 11:32:26.280,1098,1207
2010-12-07 11:33:46.800,1109,1207
2010-12-07 11:33:46.800,1115,1207
2010-12-07 11:33:46.800,1513,1518
2010-12-07 11:33:46.800,1114,1295
2010-12-07 11:33:46.800,1098,1207
2010-12-07 11:35:07.320,1245,1513
2010-12-07 11:35:07.320,1513,1518
2010-12-07 11:35:07.320,1245,1518
2010-12-07 11:35:07.320,1114,1295
2010-12-07 11:36:27.840,1115,1207
2010-12-07 11:36:27.840,1245,1513
2010-12-07 11:36:27.840,1513,1518
2010-12-07 11:36:27.840,1245,1518
2010-12-07 11:36:27.840,1114,1295
2010-12-07 11:36:27.840,1157,1191
2010-12-07 11:36:27.840,1144,1191
2010-12-07 11:37:48.360,1513,1518
2010-12-07 11:37:48.360,1157,1191
2010-12-07 11:37:48.360,1245,1518
2010-12-07 11:37:48.360,1114,1295
2010-12-07 11:39:08.880,1245,1518
2010-12-07 11:39:08.880,1114,1393
2010-12-07 11:39:08.880,1144,1148
2010-12-07 11:39:08.880,1148,1157
